PCC7942_PG_locus,PCC7942_NCBI-alias,PCC7942_alias,PCC7942_start,PCC7942_end,PCC7942_strand,gene_name,Annotation_description,Additional description,PCC7942_essentiality,PCC7942_regulatory_region_essentiality,PCC7942_uninterupted_upstream_length,cyano_conserved,greencut2_conserved,Notes on PG Annotation
SE_825,SYNPCC7942_RS04105,Synpcc7942_0793,788593,789261,Reverse,,PspA/IM30 family protein ,"similar to Bacillus subtilis phage shock protein A homolog and Arabidopsis thaliana membrane-associated protein VIPP1, which is required for plastid vesicle formation and thylakoid membrane biogenesis",non-essential,,,no,no,
SE_826,SYNPCC7942_RS04110,Synpcc7942_0794,789460,790233,Reverse,,PspA/IM30 family protein ,"similar to Bacillus subtilis phage shock protein A homolog and Arabidopsis thaliana membrane-associated protein VIPP1, which is required for plastid vesicle formation and thylakoid membrane biogenesis",ambiguous,,,no,no,
SE_827,SYNPCC7942_RS04115,Synpcc7942_0795,790436,791047,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_828,SYNPCC7942_RS04120,Synpcc7942_0796,791175,791720,Forward,,DUG721 superfamily protein,,essential,non-essential,5,no,no,
SE_829,SYNPCC7942_RS02830,(Synpcc7942_0797),792025,792270,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_830,SYNPCC7942_RS04130,Synpcc7942_0798,792319,792804,Reverse,ruvC,Holliday junction endonuclease RuvC,,essential,non-essential,2,yes,no,
SE_831,SYNPCC7942_RS04135,(Synpcc7942_0799),792810,794384,Reverse,,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",,essential,non-essential,17,no,no,
SE_832,SYNPCC7942_RS04140,Synpcc7942_0800,794455,795048,Reverse,cpcT,CpeT/CpcT family (DUF1001),,beneficial,,,no,no,
SE_833,SYNPCC7942_RS04145,(Synpcc7942_0801),795207,795812,Forward,sodB,"superoxide dismutase, Fe-Mn family",,essential,non-essential,0,no,no,
SE_834,SYNPCC7942_RS04150,Synpcc7942_0802,795917,796504,Forward,,allophycocyanin alpha chain-like protein,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains"
SE_835,SYNPCC7942_RS04155,Synpcc7942_0803,796507,797289,Reverse,,ABC-2 type transport system permease protein,,non-essential,,,no,no,
SE_836,SYNPCC7942_RS04160,Synpcc7942_0804,797288,798349,Forward,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,,essential,non-essential,0,yes,no,
SE_837,SYNPCC7942_RS04165,Synpcc7942_0805,798349,799095,Forward,,MBL fold metallo-hydrolase,,non-essential,,,yes,no,
SE_838,SYNPCC7942_RS04170,Synpcc7942_0806,799095,799826,Forward,,16S rRNA (uracil1498-N3)-methyltransferase,,non-essential,,,yes,yes,
SE_839,SYNPCC7942_RS04175,Synpcc7942_0807,799840,800679,Forward,,Rpn family recombination-promoting nuclease/putative transposase,,non-essential,,,no,no,
SE_840,SYNPCC7942_RS04180,Synpcc7942_0808,800851,802980,Reverse,sps,HAD family hydrolase,,non-essential,,,no,yes,
SE_841,SYNPCC7942_RS04185,Synpcc7942_0809,803073,804815,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_842,SYNPCC7942_RS04190,Synpcc7942_0810,804853,805086,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_843,SYNPCC7942_RS04195,Synpcc7942_0811,805186,806769,Forward,nha1,"sodium/proton antiporter, CPA1 family",,non-essential,,,no,no,
SE_844,SYNPCC7942_RS04200,Synpcc7942_0812,806893,807813,Forward,,J domain containing protein,Type IV pilus biogenesis/stability protein PilW; Members of this family are designated PilF and PilW. This outer membrane protein is required both for pilus stability and for pilus function such as adherence to human cells. Members of this family contain copies of the TPR (tetratricopeptide repeat) domain.,non-essential,,,no,no,
SE_845,SYNPCC7942_RS04205,Synpcc7942_0813,807839,809101,Forward,hisS,ATP phosphoribosyltransferase,,essential,non-essential,0,no,no,
SE_846,SYNPCC7942_RS04210,Synpcc7942_0814,809134,809358,Forward,,ferredoxin-like protein,,essential,non-essential,4,no,no,
SE_847,SYNPCC7942_RS04215,Synpcc7942_0815,809365,810096,Forward,livF, ABC transporter ATP-binding protein,,non-essential,,,no,no,
SE_848,SYNPCC7942_RS04220,Synpcc7942_0816,810181,812226,Reverse,,diguanylate cyclase/phosphodiesterase,,non-essential,,,no,no,
SE_849,SYNPCC7942_RS04225,Synpcc7942_0817,812331,812723,Reverse,,"Fur family transcriptional regulator, ferric uptake regulator",,non-essential,,,yes,no,
SE_850,SYNPCC7942_RS04230,Synpcc7942_0818,812955,813224,Forward,purS,phosphoribosylformylglycinamidine synthase,,essential,essential,43,yes,no,
SE_851,SYNPCC7942_RS04235,Synpcc7942_0819,813221,813886,Forward,purL,phosphoribosylformylglycinamidine synthase subunit I,,essential,non-essential,0,yes,no,
SE_852,SYNPCC7942_RS04240,Synpcc7942_0820,813960,814394,Forward,,hypothetical protein,,beneficial,,,no,no,
SE_853,SYNPCC7942_RS04245,Synpcc7942_0821,814476,816077,Forward,ddpA,peptide/nickel transport system substrate-binding protein,,non-essential,,,no,no,
SE_854,SYNPCC7942_RS04250,Synpcc7942_0822,816064,817089,Forward,appB,peptide/nickel transport system permease protein,,non-essential,,,no,no,
SE_855,SYNPCC7942_RS04255,(Synpcc7942_0823),817171,818214,Forward,,AI-2E family transporter,,non-essential,,,no,no,
SE_856,SYNPCC7942_RS04260,Synpcc7942_0824,818189,819895,Forward,,DUF2156 domin-containing protein,,non-essential,,,no,no,
SE_857,SYNPCC7942_RS04265,(Synpcc7942_0825),819956,820693,Reverse,,NlpC/P60 family protein,,beneficial,,,no,no,
SE_858,SYNPCC7942_RS04270,Synpcc7942_0826,820693,821628,Forward,,Beta-lactamase class A,,non-essential,,,no,no,
SE_859,SYNPCC7942_RS04275,Synpcc7942_0827,821757,822803,Reverse,cobW,cobalamin biosynthesis protein CobW,,essential,non-essential,14,yes,no,
SE_860,SYNPCC7942_RS04280,Synpcc7942_0828,822873,823241,Reverse,,DUF2237 domain-containing protein ,,non-essential,,,no,no,
SE_861,SYNPCC7942_RS04285,Synpcc7942_0829,823506,823838,Forward,,lipoproteins-like,,non-essential,,,no,no,
SE_862,SYNPCC7942_RS04290,Synpcc7942_0830,823942,825330,Forward,asnC,asparaginyl-tRNA synthetase,,non-essential,,,no,no,
SE_863,SYNPCC7942_RS04295,Synpcc7942_0831,825403,826005,Reverse,,HD domain-containing protein,"(p)ppGpp synthase/hydrolase, HD superfamily [Signal transduction mechanisms, Transcription];",non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_864,SYNPCC7942_RS04300,,826400,826624,Reverse,,IS5 family transposase,,,,,,,
SE_865,SYNPCC7942_RS04305,,826792,826992,Forward,,hypothetical protein,,,,,,,UTEX 3055 annotation added to reflect consensus of cyanobacteria annotations
SE_866,SYNPCC7942_RS04310,Synpcc7942_0833,827112,828182,Forward,,hypothetical protein,,beneficial,,,no,no,
SE_867,,,828183,828359,Forward,,hypothetical protein,,,,,,,"PCC 7942, UTEX 2973, UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations"
SE_868,SYNPCC7942_RS04315,Synpcc7942_0834,828582,829235,Forward,,Alpha/beta hydrolase,This family contains a number of hypothetical proteins of unknown function that seem to be specific to cyanobacteria.,non-essential,,,no,no,
SE_869,SYNPCC7942_RS04320,Synpcc7942_0835,829661,830788,Forward,ruvB,Holliday junction DNA helicase subunit RuvB,,ambiguous,,,yes,no,
SE_870,SYNPCC7942_RS04325,Synpcc7942_0836,831166,832182,Reverse,,"AIR synthase-related protein, sll0787 family","AIR synthase-related protein, sll0787 family; Members of this family include sll0787 from Synechocystis sp. PCC 6803 and resemble the C-terminal region of MSMEG_0567 from Mycobacterium smegmatis, where the N-terminal is a GNAT family N-acetyltransferase. The conserved cluster is found broadly (Cyanobacteria, Proteobacteria, Actinobacteria) in about 8 percent of genomes and appears to be biosynthetic. The product is unkown. [Unknown function, Enzymes of unknown specificity]",non-essential,,,no,no,
SE_871,SYNPCC7942_RS04330,Synpcc7942_0837,832179,832811,Reverse,,GNAT family N-acetyltransferase,"This family occurs in a sparsely distributed biosynthetic cluster that occurs in Actinobacteria, Cyanobacteria, and Proteobacteria.",non-essential,,,no,no,
SE_872,SYNPCC7942_RS04335,Synpcc7942_0838,832860,833957,Reverse,,"radical SAM protein, MSMEG_0568 family",,non-essential,,,no,no,
SE_873,SYNPCC7942_RS04340,Synpcc7942_0839,833950,834954,Reverse,merR,Nitrilase,,non-essential,,,no,no,
SE_874,SYNPCC7942_RS04345,Synpcc7942_0840,834991,835473,Reverse,,MSMEG_0572 family protein,"This model describes a family of proteins with remote similarity to the DsrE/DsrF-like family (see pfam02635). All members are found in a context of at least seven genes that includes a radical SAM protein, suggesting biosynthesis. The system is sparsely but broadly distributed in bacteria, including Actinobacteria, Proteobacteria, and Cyanobacteria.",non-essential,,,no,no,
SE_875,SYNPCC7942_RS04350,Synpcc7942_0841,835671,837011,Forward,,putative flavoprotein involved in K transport,,non-essential,,,no,no,
SE_876,SYNPCC7942_RS04355,Synpcc7942_0842,837065,838405,Reverse,gor,NADPH-glutathione reductase,,non-essential,,,no,yes,
SE_877,SYNPCC7942_RS04360,Synpcc7942_0843,838504,838935,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_878,SYNPCC7942_RS04365,Synpcc7942_0844,839099,839809,Reverse,,phosphoesterase PHP-like protein,,non-essential,,,no,no,
SE_879,SYNPCC7942_RS04370,Synpcc7942_0846,840263,841081,Reverse,,D-hexose-6-phosphate mutarotase,,non-essential,,,yes,no,
SE_880,SYNPCC7942_RS04375,Synpcc7942_0847,841120,842232,Reverse,pilT,twitching motility protein PilT,,non-essential,,,no,no,
SE_881,SYNPCC7942_RS04380,Synpcc7942_0848,842336,845347,Reverse,uvrA,Excinuclease ABC subunit A,,non-essential,,,yes,no,
SE_882,SYNPCC7942_RS04385,(Synpcc7942_0849),845822,846409,Reverse,,protoporphyrinogen oxidase HemJ,,essential,non-essential,29,no,no,
SE_883,SYNPCC7942_RS04390,Synpcc7942_0850,846479,846679,Reverse,,Protein of unknown function (DUF2811),,ambiguous,,,no,no,
SE_884,SYNPCC7942_RS04395,Synpcc7942_0851,847233,848258,Forward,purM,phosphoribosylformylglycinamidine cyclo-ligase,,essential,non-essential,26,yes,no,
SE_885,SYNPCC7942_RS13715,Synpcc7942_0852,848407,848883,Forward,,transposase,,,,,,,UTEX 2973 annotation added to reflect consensus of cyanobacteria annotations; evidence from conserved BLAST domains
SE_886,SYNPCC7942_RS04400,Synpcc7942_0853,848870,850105,Forward,dapL1,"L,L-diaminopimelate aminotransferase",,essential,non-essential,36,no,yes,
SE_887,SYNPCC7942_RS04405,Synpcc7942_0854,850233,852629,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_888,SYNPCC7942_RS04410,Synpcc7942_0855,853629,854882,Forward,pixG,response regulator,,non-essential,,,no,no,
SE_889,SYNPCC7942_RS04415,Synpcc7942_0856,854933,855295,Forward,pilH/rre7,twitching motility two-component system responseregulator PilH,,non-essential,,,no,no,
SE_890,SYNPCC7942_RS04420,Synpcc7942_0857,855315,855821,Forward,,chemotaxis protein CheW,,non-essential,,,no,no,
SE_891,SYNPCC7942_RS04425,Synpcc7942_0858,855893,860113,Forward,pixJ1,methyl-accepting chemotaxis sensory transducer with phytochrome sensor,,non-essential,,,no,no,
SE_892,SYNPCC7942_RS04430,Synpcc7942_0859,860118,862976,Forward,,CheA signal transduction histidine kinase,,non-essential,,,no,no,
SE_893,SYNPCC7942_RS04435,Synpcc7942_0860,862987,863946,Forward,,chemotaxis protein CheW,,non-essential,,,no,no,
SE_894,SYNPCC7942_RS04440,Synpcc7942_0861,864180,865469,Reverse,,bifunctional sterol desaturase/short chain dehydrogenase,,ambiguous,,,no,no,
SE_895,SYNPCC7942_RS04445,Synpcc7942_0862,865596,865973,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_896,SYNPCC7942_RS04450,Synpcc7942_0863,866027,867208,Forward,,phosphotransacetylase family protein,,non-essential,,,yes,no,
SE_897,SYNPCC7942_RS04455,Synpcc7942_0864,867395,867913,Forward,,hypothetical protein,,beneficial,,,yes,yes,
SE_898,SYNPCC7942_RS04460,Synpcc7942_0865,867986,868477,Forward,,YajQ family cyclic di-GMP-binding protein,,non-essential,,,no,no,
SE_899,SYNPCC7942_RS04465,Synpcc7942_0866,868540,869121,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_900,SYNPCC7942_RS04470,Synpcc7942_0867,869169,869504,Forward,,hypothetical protein,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, PCC 7942 RNAseq data"
SE_901,SYNPCC7942_RS04475,Synpcc7942_0868,869505,871253,Forward,,AarF/ABC1/UbiB kinase family protein,,non-essential,,,yes,yes,
SE_902,SYNPCC7942_RS04480,Synpcc7942_0869,871262,871852,Forward,,DNA uptake protein ComE,,essential,non-essential,0,no,no,
SE_903,SYNPCC7942_RS04485,Synpcc7942_0870,871886,872113,Reverse,,addiction module toxin HicA family,,ambiguous,,,no,no,
SE_904,SYNPCC7942_RS04490,(Synpcc7942_0871),872106,872315,Reverse,,type II toxin-antitoxin system HicB family antitoxin,,essential,non-essential,21,no,no,
SE_905,SYNPCC7942_RS04495,Synpcc7942_0872,872362,872940,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_906,SYNPCC7942_RS04500,Synpcc7942_0873,873108,874196,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_907,SYNPCC7942_RS04505,Synpcc7942_0874,874390,877449,Reverse,,"Superfamily II DNA or RNA helicase, SNF2 family",,non-essential,,,no,yes,
SE_908,SYNPCC7942_RS04510,Synpcc7942_0875,877453,877887,Reverse,,hypothetical protein,,non-essential,,,no,yes,
SE_909,SYNPCC7942_RS04515,(Synpcc7942_0876),878045,880675,Forward,alaS,alanyl-tRNA synthetase,,essential,non-essential,4,yes,no,
SE_910,SYNPCC7942_RS04520,Synpcc7942_0877,880867,883485,Forward,rps12,radical SAM-linked protein/radical SAM family uncharacterized protein,,non-essential,,,no,no,
SE_911,,,883728,883937,Reverse,,hypothetical protein,,,,,,,"PCC 7942, UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from PCC 7942 RNAseq data"
SE_912,SYNPCC7942_RS04525,Synpcc7942_0878,883835,886261,Forward,rne,Rne/Rng family ribonuclease,,ambiguous,,,yes,no,UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations
SE_913,SYNPCC7942_RS04530,Synpcc7942_0879,886245,886892,Forward,rhnB,RNase HII,,non-essential,,,yes,no,
SE_914,SYNPCC7942_RS04535,Synpcc7942_0880,886915,887472,Reverse,,Protein of unknown function (DUF1997),,non-essential,,,no,yes,
SE_915,SYNPCC7942_RS04540,Synpcc7942_0881,887552,888427,Forward,pheA,prephenate dehydratase,,essential,non-essential,3,yes,no,
SE_916,SYNPCC7942_RS04545,Synpcc7942_0882,888440,889096,Reverse,lon,ATP-dependent Lon protease,,non-essential,,,yes,no,
SE_917,SYNPCC7942_RS04550,Synpcc7942_0883,889306,889623,Reverse,rpsJ,SSU ribosomal protein S10P,,essential,essential,73,yes,no,
SE_918,SYNPCC7942_RS04555,Synpcc7942_0884,889697,890926,Reverse,EF-Tu,translation elongation factor 1A (EF-1A/EF-Tu),,essential,non-essential,26,yes,yes,
SE_919,SYNPCC7942_RS04560,Synpcc7942_0885,890953,893037,Reverse,fus,translation elongation factor 2 (EF-2/EF-G),,essential,non-essential,8,yes,no,
SE_920,SYNPCC7942_RS04565,Synpcc7942_0886,893112,893582,Reverse,rps7,SSU ribosomal protein S7P,,essential,essential,167,yes,no,
SE_921,SYNPCC7942_RS04570,Synpcc7942_0887,893750,894124,Reverse,rps12,SSU ribosomal protein S12P,,essential,essential,75,yes,no,
SE_922,SYNPCC7942_RS04575,Synpcc7942_0888,894280,894639,Reverse,,"mannose-6-phosphate isomerase, type 2",,non-essential,,,no,no,
SE_923,SYNPCC7942_RS04580,Synpcc7942_0889,894636,896453,Reverse,,Predicted protein (DUF2233),,essential,non-essential,1,no,no,
SE_924,SYNPCC7942_RS04585,Synpcc7942_0890,896748,901358,Forward,glsF,glutamate synthase (ferredoxin),,essential,non-essential,36,yes,no,
SE_925,SYNPCC7942_RS04590,Synpcc7942_0891,901736,902035,Forward,,protein of unknown function (DUF1830),,non-essential,,,no,no,
SE_926,SYNPCC7942_RS04595,Synpcc7942_0892,902109,903119,Reverse,cofG,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG",,non-essential,,,no,no,
SE_927,SYNPCC7942_RS04600,Synpcc7942_0893,903201,904283,Forward,psbAIII,photosystem II P680 reaction center D1 protein,,not_analyzed,,,no,no,
SE_928,SYNPCC7942_RS04605,Synpcc7942_0894,904845,905417,Reverse,aroK,shikimate kinase,,essential,non-essential,39,yes,yes,
SE_929,SYNPCC7942_RS04610,Synpcc7942_0895,905485,906657,Reverse,,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain",,essential,non-essential,3,no,no,
SE_930,SYNPCC7942_RS04615,Synpcc7942_0896,906832,907638,Forward,minD,septum site-determining protein MinD,,non-essential,,,yes,no,
SE_931,SYNPCC7942_RS04620,Synpcc7942_0897,907653,907928,Forward,minE,cell division topological specificity factor MinE,,essential,non-essential,14,yes,yes,
SE_932,SYNPCC7942_RS04625,Synpcc7942_0898,907925,908317,Forward,,(2Fe-2S) ferredoxin,,non-essential,,,no,no,
SE_933,SYNPCC7942_RS04630,Synpcc7942_R0041,908331,908402,Forward,,tRNA-Thr,,,non-essential,13,,,
SE_934,SYNPCC7942_RS04635,Synpcc7942_0899,908498,909295,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_935,SYNPCC7942_RS04640,Synpcc7942_0900,909440,909643,Reverse,gifA,hypothetical protein,,non-essential,,,no,no,
SE_936,SYNPCC7942_RS04645,(Synpcc7942_0901),909822,910676,Forward,,alpha/beta fold hydrolase,,non-essential,,,no,yes,
SE_937,SYNPCC7942_RS04650,Synpcc7942_0902,910735,911694,Reverse,,calcium-binding protein,,non-essential,,,no,no,
SE_938,SYNPCC7942_RS04655,Synpcc7942_0903,911756,914341,Reverse,acnB,aconitase,,essential,non-essential,23,no,no,
SE_939,SYNPCC7942_RS04660,Synpcc7942_0904,914613,915158,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_940,,Synpcc7942_0905,915588,916130,Forward,,hypothetical protein,,non-essential,,,no,no,"UTEX 2973 annotation added to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, PCC 7942 RNAseq data"
SE_941,SYNPCC7942_RS04665,Synpcc7942_0906,916262,916747,Forward,,hypothetical protein,,ambiguous,,,no,no,UTEX 2973 annotation added to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data
SE_942,,Synpcc7942_0907,916954,917166,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_943,SYNPCC7942_RS04670,Synpcc7942_0908,917280,917987,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_944,SYNPCC7942_RS04675,Synpcc7942_0909,918135,918491,Forward,ycf57,iron-sulfur cluster assembly protein,,non-essential,,,yes,no,
SE_945,SYNPCC7942_RS04680,Synpcc7942_0910,918560,918988,Forward,,Tetratricopeptide repeat-containing protein,,non-essential,,,yes,no,
SE_946,SYNPCC7942_RS04685,Synpcc7942_0911,918998,919249,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_947,SYNPCC7942_RS04690,Synpcc7942_0912,919325,921283,Forward,dnaX,DNA polymerase-3 subunit gamma/tau,,essential,non-essential,2,yes,yes,
SE_948,SYNPCC7942_RS04695,Synpcc7942_0913,921286,921780,Reverse,,putative acetyltransferase,,non-essential,,,no,no,
