,new_locus_tag,old_locus_tag,start,end,strand,ncbi_gene_name,gene_name,biocyc_gene_name,Deutschbauer_gene,gene_product_old,gene_product,Deutschbauer_product,KEGG_ko
839,SYNPCC7942_RS04250,Synpcc7942_0822,816064,817089,+,SYNPCC7942_RS04250,dppB,dppB,SYNPCC7942_RS04250,ABC transporter permease,"oligopeptide ABC type transporter, permease subunit",SYNPCC7942_RS04250,K02033
840,SYNPCC7942_RS04255,Synpcc7942_0823,817171,818214,+,SYNPCC7942_RS04255,dppC,dppC,SYNPCC7942_RS04255,AI-2E family transporter,"oligopeptide ABC type transporter,, membrane protein",SYNPCC7942_RS04255,
841,SYNPCC7942_RS04260,Synpcc7942_0824,818189,819895,+,SYNPCC7942_RS04260,SYNPCC7942_0824,SYNPCC7942_0824,SYNPCC7942_RS04260,DUF2156 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS04260,
842,SYNPCC7942_RS04265,Synpcc7942_0825,819956,820693,-,SYNPCC7942_RS04265,SYNPCC7942_0825,SYNPCC7942_0825,SYNPCC7942_RS04265,C40 family peptidase,conserved hypothetical protein,SYNPCC7942_RS04265,
843,SYNPCC7942_RS04270,Synpcc7942_0826,820693,821628,+,SYNPCC7942_RS04270,SYNPCC7942_0826,SYNPCC7942_0826,SYNPCC7942_RS04270,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04270,
844,SYNPCC7942_RS04275,Synpcc7942_0827,821757,822803,-,cobW,cobW,cobW,cobW,cobalamin biosynthesis protein CobW,cobalamin synthesis protein cobW-like,cobalamin synthesis protein cobW-like,K02234
845,SYNPCC7942_RS04280,Synpcc7942_0828,822873,823241,-,SYNPCC7942_RS04280,SYNPCC7942_0828,SYNPCC7942_0828,SYNPCC7942_RS04280,DUF2237 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS04280,K09966
846,SYNPCC7942_RS04285,Synpcc7942_0829,823506,823838,+,SYNPCC7942_RS04285,SYNPCC7942_0829,SYNPCC7942_0829,SYNPCC7942_RS04285,lipoprotein-like,Lipoproteins-like,SYNPCC7942_RS04285,
847,SYNPCC7942_RS04290,Synpcc7942_0830,823942,825330,+,asnS,asnS,asnS,SYNPCC7942_RS04290,asparagine--tRNA ligase,asparaginyl-tRNA synthetase,SYNPCC7942_RS04290,K01893
848,SYNPCC7942_RS04295,Synpcc7942_0831,825403,826005,-,SYNPCC7942_RS04295,SYNPCC7942_0831,SYNPCC7942_0831,SYNPCC7942_RS04295,HD domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS04295,
849,SYNPCC7942_RS04300,,826400,826624,-,SYNPCC7942_RS04300,SYNPCC7942_RS04300,SYNPCC7942_RS04300,SYNPCC7942_RS04300,IS5 family transposase,SYNPCC7942_RS04300,SYNPCC7942_RS04300,
850,SYNPCC7942_RS04310,Synpcc7942_0833,827112,828182,+,SYNPCC7942_RS04310,SYNPCC7942_0833,SYNPCC7942_0833,SYNPCC7942_RS04310,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04310,
851,SYNPCC7942_RS04315,Synpcc7942_0834,828576,829235,+,SYNPCC7942_RS04315,SYNPCC7942_0834,SYNPCC7942_0834,SYNPCC7942_RS04315,alpha/beta hydrolase,conserved hypothetical protein,SYNPCC7942_RS04315,
852,SYNPCC7942_RS04320,Synpcc7942_0835,829661,830788,+,ruvB,ruvB,ruvB,SYNPCC7942_RS04320,Holliday junction branch migration DNA helicase RuvB,Holliday junction DNA helicase RuvB,SYNPCC7942_RS04320,K03551
853,SYNPCC7942_RS04325,Synpcc7942_0836,831166,832182,-,SYNPCC7942_RS04325,SYNPCC7942_0836,SYNPCC7942_0836,SYNPCC7942_RS04325,sll0787 family AIR synthase-like protein,conserved hypothetical protein,SYNPCC7942_RS04325,K07123
854,SYNPCC7942_RS04330,Synpcc7942_0837,832179,832811,-,SYNPCC7942_RS04330,SYNPCC7942_0837,SYNPCC7942_0837,SYNPCC7942_RS04330,GNAT family N-acetyltransferase,conserved hypothetical protein,SYNPCC7942_RS04330,
855,SYNPCC7942_RS04335,Synpcc7942_0838,832860,833957,-,SYNPCC7942_RS04335,SYNPCC7942_0838,SYNPCC7942_0838,SYNPCC7942_RS04335,MSMEG_0568 family radical SAM protein,Elongator protein 3/MiaB/NifB,SYNPCC7942_RS04335,
856,SYNPCC7942_RS04340,Synpcc7942_0839,833950,834954,-,SYNPCC7942_RS04340,SYNPCC7942_0839,SYNPCC7942_0839,SYNPCC7942_RS04340,Nit6803 family nitriliase,Nitrilase,SYNPCC7942_RS04340,"K01501,ko:K01502"
857,SYNPCC7942_RS04345,Synpcc7942_0840,834991,835473,-,SYNPCC7942_RS04345,SYNPCC7942_0840,SYNPCC7942_0840,SYNPCC7942_RS04345,MSMEG_0572 family nitrogen starvation response protein,conserved hypothetical protein,SYNPCC7942_RS04345,
858,SYNPCC7942_RS04350,Synpcc7942_0841,835671,837011,+,SYNPCC7942_RS04350,SYNPCC7942_0841,SYNPCC7942_0841,SYNPCC7942_RS04350,MSMEG_0569 family flavin-dependent oxidoreductase,putative flavoprotein involved in K+ transport,SYNPCC7942_RS04350,K07222
859,SYNPCC7942_RS04355,Synpcc7942_0842,837065,838405,-,gor,gor,gor,SYNPCC7942_RS04355,glutathione-disulfide reductase,Glutathione reductase,SYNPCC7942_RS04355,K00383
860,SYNPCC7942_RS04360,Synpcc7942_0843,838504,838935,-,SYNPCC7942_RS04360,SYNPCC7942_0843,SYNPCC7942_0843,SYNPCC7942_RS04360,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04360,
861,SYNPCC7942_RS04365,Synpcc7942_0844,839099,839809,-,SYNPCC7942_RS04365,SYNPCC7942_0844,SYNPCC7942_0844,SYNPCC7942_RS04365,PHP domain-containing protein,Phosphoesterase PHP-like,SYNPCC7942_RS04365,
862,SYNPCC7942_RS04370,Synpcc7942_0846,840263,841081,-,SYNPCC7942_RS04370,SYNPCC7942_0846,SYNPCC7942_0846,SYNPCC7942_RS04370,D-hexose-6-phosphate mutarotase,conserved hypothetical protein,SYNPCC7942_RS04370,K01792
863,SYNPCC7942_RS04375,Synpcc7942_0847,841120,842232,-,SYNPCC7942_RS04375,SYNPCC7942_0847,SYNPCC7942_0847,SYNPCC7942_RS04375,PilT/PilU family type 4a pilus ATPase,twitching motility protein,SYNPCC7942_RS04375,K02669
864,SYNPCC7942_RS04380,Synpcc7942_0848,842336,845347,-,uvrA,uvrA,uvrA,SYNPCC7942_RS04380,excinuclease ABC subunit UvrA,"excinuclease ABC, A subunit",SYNPCC7942_RS04380,K03701
865,SYNPCC7942_RS13960,,845474,845635,+,SYNPCC7942_RS13960,SYNPCC7942_RS13960,SYNPCC7942_RS13960,SYNPCC7942_RS13960,hypothetical protein,SYNPCC7942_RS13960,SYNPCC7942_RS13960,
866,SYNPCC7942_RS04385,Synpcc7942_0849,845822,846409,-,hemJ,SYNPCC7942_RS04385,SYNPCC7942_RS04385,SYNPCC7942_RS04385,protoporphyrinogen oxidase HemJ,SYNPCC7942_RS04385,SYNPCC7942_RS04385,K08973
867,SYNPCC7942_RS04390,Synpcc7942_0850,846479,846679,-,SYNPCC7942_RS04390,SYNPCC7942_0850,SYNPCC7942_0850,SYNPCC7942_RS04390,DUF2811 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS04390,
868,SYNPCC7942_RS04395,Synpcc7942_0851,847233,848258,+,SYNPCC7942_RS04395,purM,purM,purM,phosphoribosylformylglycinamidine cyclo-ligase,phosphoribosylformylglycinamidine cyclo-ligase,phosphoribosylaminoimidazole synthetase,K01933
869,SYNPCC7942_RS13715,,848407,848883,+,SYNPCC7942_RS13715,SYNPCC7942_RS13715,SYNPCC7942_RS13715,SYNPCC7942_RS13715,transposase,SYNPCC7942_RS13715,SYNPCC7942_RS13715,
870,SYNPCC7942_RS04400,Synpcc7942_0853,848870,850105,+,SYNPCC7942_RS04400,SYNPCC7942_0853,SYNPCC7942_0853,dapL1,LL-diaminopimelate aminotransferase,probable aminotransferase,"L,L-diaminopimelate aminotransferase",K10206
871,SYNPCC7942_RS04405,Synpcc7942_0854,850233,852629,+,SYNPCC7942_RS04405,SYNPCC7942_0854,SYNPCC7942_0854,SYNPCC7942_RS04405,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04405,K17108
872,SYNPCC7942_RS13965,,852745,852918,-,SYNPCC7942_RS13965,SYNPCC7942_RS13965,SYNPCC7942_RS13965,SYNPCC7942_RS13965,hypothetical protein,SYNPCC7942_RS13965,SYNPCC7942_RS13965,
873,SYNPCC7942_RS04410,Synpcc7942_0855,853629,854882,+,SYNPCC7942_RS04410,cheY1,cheY1,SYNPCC7942_RS04410,response regulator,response regulator receiver domain protein (CheY-like),SYNPCC7942_RS04410,K02657
874,SYNPCC7942_RS04415,Synpcc7942_0856,854933,855295,+,SYNPCC7942_RS04415,cheY2,cheY2,SYNPCC7942_RS04415,response regulator,response regulator receiver domain protein (CheY-like),SYNPCC7942_RS04415,K02658
875,SYNPCC7942_RS04420,Synpcc7942_0857,855315,855821,+,SYNPCC7942_RS04420,SYNPCC7942_0857,SYNPCC7942_0857,SYNPCC7942_RS04420,purine-binding chemotaxis protein CheW,CheW protein,SYNPCC7942_RS04420,K02659
876,SYNPCC7942_RS04425,Synpcc7942_0858,855893,860113,+,SYNPCC7942_RS04425,pixJ,pixJ,SYNPCC7942_RS04425,GAF domain-containing protein,methyl-accepting chemotaxis sensory transducer with phytochrome sensor,SYNPCC7942_RS04425,K11525
877,SYNPCC7942_RS04430,Synpcc7942_0859,860118,862976,+,SYNPCC7942_RS04430,cheA,cheA,SYNPCC7942_RS04430,response regulator,CheA signal transduction histidine kinases,SYNPCC7942_RS04430,"K06596,ko:K11526"
878,SYNPCC7942_RS04435,Synpcc7942_0860,862987,863946,+,SYNPCC7942_RS04435,cheW,cheW,SYNPCC7942_RS04435,chemotaxis protein CheW,CheW protein,SYNPCC7942_RS04435,
879,SYNPCC7942_RS04440,Synpcc7942_0861,864180,865469,-,SYNPCC7942_RS04440,SYNPCC7942_0861,SYNPCC7942_0861,SYNPCC7942_RS04440,bifunctional sterol desaturase/short chain dehydrogenase,conserved hypothetical protein,SYNPCC7942_RS04440,K20024
880,SYNPCC7942_RS04445,Synpcc7942_0862,865596,865973,+,SYNPCC7942_RS04445,SYNPCC7942_0862,SYNPCC7942_0862,SYNPCC7942_RS04445,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04445,
881,SYNPCC7942_RS04450,Synpcc7942_0863,866027,867208,+,SYNPCC7942_RS04450,SYNPCC7942_0863,SYNPCC7942_0863,SYNPCC7942_RS04450,phosphotransacetylase family protein,conserved hypothetical protein,SYNPCC7942_RS04450,K06873
882,SYNPCC7942_RS04455,Synpcc7942_0864,867395,867913,+,SYNPCC7942_RS04455,SYNPCC7942_0864,SYNPCC7942_0864,SYNPCC7942_RS04455,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04455,
883,SYNPCC7942_RS04460,Synpcc7942_0865,867986,868477,+,SYNPCC7942_RS04460,SYNPCC7942_0865,SYNPCC7942_0865,SYNPCC7942_RS04460,YajQ family cyclic di-GMP-binding protein,conserved hypothetical protein,SYNPCC7942_RS04460,K09767
884,SYNPCC7942_RS04465,Synpcc7942_0866,868540,869121,+,SYNPCC7942_RS04465,SYNPCC7942_0866,SYNPCC7942_0866,SYNPCC7942_RS04465,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04465,
885,SYNPCC7942_RS04470,Synpcc7942_0867,869229,869504,+,SYNPCC7942_RS04470,SYNPCC7942_0867,SYNPCC7942_0867,SYNPCC7942_RS04470,hypothetical protein,hypothetical protein,SYNPCC7942_RS04470,
886,SYNPCC7942_RS04475,Synpcc7942_0868,869505,871253,+,SYNPCC7942_RS04475,ubiB2,ubiB2,SYNPCC7942_RS04475,AarF/ABC1/UbiB kinase family protein,conserved hypothetical protein,SYNPCC7942_RS04475,
887,SYNPCC7942_RS04480,Synpcc7942_0869,871262,871852,+,SYNPCC7942_RS04480,SYNPCC7942_0869,SYNPCC7942_0869,SYNPCC7942_RS04480,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04480,
888,SYNPCC7942_RS04485,Synpcc7942_0870,871886,872113,-,SYNPCC7942_RS04485,SYNPCC7942_0870,SYNPCC7942_0870,SYNPCC7942_RS04485,addiction module toxin%2C HicA family,conserved hypothetical protein,SYNPCC7942_RS04485,
889,SYNPCC7942_RS04490,Synpcc7942_0871,872106,872315,-,SYNPCC7942_RS04490,SYNPCC7942_0871,SYNPCC7942_0871,,type II toxin-antitoxin system HicB family antitoxin,conserved hypothetical protein,hypothetical protein,
890,SYNPCC7942_RS04495,Synpcc7942_0872,872362,872940,+,SYNPCC7942_RS04495,SYNPCC7942_0872,SYNPCC7942_0872,SYNPCC7942_RS04495,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04495,
891,SYNPCC7942_RS04500,Synpcc7942_0873,873108,874196,-,SYNPCC7942_RS04500,SYNPCC7942_0873,SYNPCC7942_0873,SYNPCC7942_RS04500,DUF4062 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS04500,
892,SYNPCC7942_RS04505,Synpcc7942_0874,874390,877449,-,SYNPCC7942_RS04505,SYNPCC7942_0874,SYNPCC7942_0874,SYNPCC7942_RS04505,DEAD/DEAH box helicase,"DNA/RNA helicase, DEAD/DEAH box type",SYNPCC7942_RS04505,
893,SYNPCC7942_RS04510,Synpcc7942_0875,877453,877896,-,SYNPCC7942_RS04510,SYNPCC7942_0875,SYNPCC7942_0875,SYNPCC7942_RS04510,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04510,
894,SYNPCC7942_RS04515,Synpcc7942_0876,878045,880675,+,alaS,alaS,alaS,alaS,alanine--tRNA ligase,alanyl-tRNA synthetase,alanyl-tRNA synthetase,K01872
895,SYNPCC7942_RS04520,Synpcc7942_0877,880867,883485,+,SYNPCC7942_RS04520,SYNPCC7942_0877,SYNPCC7942_0877,SYNPCC7942_RS04520,TIGR03960 family B12-binding radical SAM protein,Elongator protein 3/MiaB/NifB,SYNPCC7942_RS04520,
896,SYNPCC7942_RS04525,Synpcc7942_0878,883835,886261,+,SYNPCC7942_RS04525,SYNPCC7942_0878,SYNPCC7942_0878,SYNPCC7942_RS04525,Rne/Rng family ribonuclease,"ribonuclease, Rne/Rng family",SYNPCC7942_RS04525,K08300
897,SYNPCC7942_RS04530,Synpcc7942_0879,886245,886892,+,SYNPCC7942_RS04530,rnhB,rnhB,SYNPCC7942_RS04530,ribonuclease HII,Ribonuclease HII,SYNPCC7942_RS04530,K03470
898,SYNPCC7942_RS04535,Synpcc7942_0880,886915,887472,-,SYNPCC7942_RS04535,SYNPCC7942_0880,SYNPCC7942_0880,SYNPCC7942_RS04535,DUF1997 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS04535,
899,SYNPCC7942_RS04540,Synpcc7942_0881,887531,888427,+,pheA,pheA,pheA,pheA,prephenate dehydratase,Prephenate dehydratase,prephenate dehydratase,K04518
900,SYNPCC7942_RS04545,Synpcc7942_0882,888440,889096,-,SYNPCC7942_RS04545,SYNPCC7942_0882,SYNPCC7942_0882,SYNPCC7942_RS04545,LON peptidase substrate-binding domain-containing protein,"Peptidase S16, lon-like",SYNPCC7942_RS04545,K01338
901,SYNPCC7942_RS04550,Synpcc7942_0883,889306,889623,-,rpsJ,rpsJ,rpsJ,rpsJ,30S ribosomal protein S10,30S ribosomal subunit protein S10,30S ribosomal protein S10,K02946
902,SYNPCC7942_RS04555,Synpcc7942_0884,889697,890926,-,tuf,tuf,tuf,EF-Tu,elongation factor Tu,translation elongation factor Tu,elongation factor Tu,K02358
903,SYNPCC7942_RS04560,Synpcc7942_0885,890953,893037,-,fusA,SYNPCC7942_0885,SYNPCC7942_0885,fus,elongation factor G,translation elongation factor G Small GTP-binding protein domain,elongation factor G,K02355
904,SYNPCC7942_RS04565,Synpcc7942_0886,893112,893582,-,rpsG,rpsG,rpsG,rps7,30S ribosomal protein S7,30S ribosomal subunit protein S7,30S ribosomal protein S7,K02992
905,SYNPCC7942_RS04570,Synpcc7942_0887,893750,894124,-,SYNPCC7942_RS04570,rpsL,rpsL,rps12,30S ribosomal protein S12,30S ribosomal subunit protein S12,30S ribosomal protein S12,K02950
906,SYNPCC7942_RS04575,Synpcc7942_0888,894280,894639,-,SYNPCC7942_RS04575,SYNPCC7942_0888,SYNPCC7942_0888,SYNPCC7942_RS04575,cupin domain-containing protein,mannose-1-phosphate guanylyltransferase-like,SYNPCC7942_RS04575,K01809
907,SYNPCC7942_RS04580,Synpcc7942_0889,894636,896453,-,SYNPCC7942_RS04580,SYNPCC7942_0889,SYNPCC7942_0889,,phosphodiester glycosidase family protein,conserved hypothetical protein,hypothetical protein,
908,SYNPCC7942_RS04585,Synpcc7942_0890,896748,901358,+,gltB,glsF,glsF,glsF,glutamate synthase large subunit,glutamate synthase (ferredoxin),glutamate synthase (ferredoxin),K00284
909,SYNPCC7942_RS04590,Synpcc7942_0891,901736,902035,+,SYNPCC7942_RS04590,SYNPCC7942_0891,SYNPCC7942_0891,SYNPCC7942_RS04590,DUF1830 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS04590,
910,SYNPCC7942_RS04595,Synpcc7942_0892,902109,903119,-,cofG,cofG,cofG,SYNPCC7942_RS04595,7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG,FO synthase subunit 1,SYNPCC7942_RS04595,K11780
911,SYNPCC7942_RS04600,Synpcc7942_0893,903201,904283,+,psbA,psbA3,psbA3,SYNPCC7942_RS04600,photosystem II q(b) protein,photosystem II D1 protein,SYNPCC7942_RS04600,K02703
912,SYNPCC7942_RS04605,Synpcc7942_0894,904845,905417,-,SYNPCC7942_RS04605,aroK,aroK,aroK,shikimate kinase,Shikimate kinase,shikimate kinase,K00891
913,SYNPCC7942_RS04610,Synpcc7942_0895,905485,906657,-,SYNPCC7942_RS04610,SYNPCC7942_0895,SYNPCC7942_0895,,hypothetical protein,conserved hypothetical protein,hypothetical protein,
914,SYNPCC7942_RS04615,Synpcc7942_0896,906832,907638,+,minD,minD,minD,SYNPCC7942_RS04615,septum site-determining protein MinD,septum site-determining protein MinD,SYNPCC7942_RS04615,K03609
915,SYNPCC7942_RS04620,Synpcc7942_0897,907653,907928,+,minE,minE,minE,minE,cell division topological specificity factor MinE,cell division topological specificity factor MinE,cell division topological specificity factor MinE,K03608
916,SYNPCC7942_RS04625,Synpcc7942_0898,907925,908317,+,SYNPCC7942_RS04625,petF2,petF2,SYNPCC7942_RS04625,ferredoxin,ferredoxin like protein,SYNPCC7942_RS04625,
917,SYNPCC7942_RS04635,Synpcc7942_0899,908498,909295,-,SYNPCC7942_RS04635,SYNPCC7942_0899,SYNPCC7942_0899,SYNPCC7942_RS04635,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04635,
918,SYNPCC7942_RS04640,Synpcc7942_0900,909440,909643,-,SYNPCC7942_RS04640,SYNPCC7942_0900,SYNPCC7942_0900,SYNPCC7942_RS04640,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04640,
919,SYNPCC7942_RS04645,Synpcc7942_0901,909822,910676,+,SYNPCC7942_RS04645,SYNPCC7942_0901,SYNPCC7942_0901,SYNPCC7942_RS04645,alpha/beta fold hydrolase,Haloalkane dehalogenase,SYNPCC7942_RS04645,
920,SYNPCC7942_RS04650,Synpcc7942_0902,910735,911694,-,SYNPCC7942_RS04650,SYNPCC7942_0902,SYNPCC7942_0902,SYNPCC7942_RS04650,calcium-binding protein,conserved hypothetical protein,SYNPCC7942_RS04650,
921,SYNPCC7942_RS04655,Synpcc7942_0903,911756,914341,-,acnB,acnB,acnB,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,aconitate hydratase 2,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,K01682
922,SYNPCC7942_RS04660,Synpcc7942_0904,914613,915158,+,SYNPCC7942_RS04660,SYNPCC7942_0904,SYNPCC7942_0904,SYNPCC7942_RS04660,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04660,
923,SYNPCC7942_RS13970,Synpcc7942_0905,915588,916130,+,SYNPCC7942_RS13970,SYNPCC7942_RS13970,SYNPCC7942_RS13970,SYNPCC7942_RS13970,hypothetical protein,SYNPCC7942_RS13970,SYNPCC7942_RS13970,
924,SYNPCC7942_RS13975,Synpcc7942_0906,916283,916747,+,SYNPCC7942_RS13975,SYNPCC7942_RS13975,SYNPCC7942_RS13975,SYNPCC7942_RS13975,hypothetical protein,SYNPCC7942_RS13975,SYNPCC7942_RS13975,
925,SYNPCC7942_RS13980,Synpcc7942_0907,916954,917166,+,SYNPCC7942_RS13980,SYNPCC7942_RS13980,SYNPCC7942_RS13980,SYNPCC7942_RS13980,hypothetical protein,SYNPCC7942_RS13980,SYNPCC7942_RS13980,
926,SYNPCC7942_RS04670,Synpcc7942_0908,917280,917987,+,SYNPCC7942_RS04670,SYNPCC7942_0908,SYNPCC7942_0908,SYNPCC7942_RS04670,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04670,
927,SYNPCC7942_RS04675,Synpcc7942_0909,918135,918491,+,SYNPCC7942_RS04675,SYNPCC7942_0909,SYNPCC7942_0909,SYNPCC7942_RS04675,iron-sulfur cluster assembly accessory protein,HesB/YadR/YfhF,SYNPCC7942_RS04675,K13628
928,SYNPCC7942_RS04680,Synpcc7942_0910,918560,918988,+,SYNPCC7942_RS04680,SYNPCC7942_0910,SYNPCC7942_0910,SYNPCC7942_RS04680,tetratricopeptide repeat protein,conserved hypothetical protein,SYNPCC7942_RS04680,
929,SYNPCC7942_RS04685,Synpcc7942_0911,918998,919249,+,SYNPCC7942_RS04685,SYNPCC7942_0911,SYNPCC7942_0911,SYNPCC7942_RS04685,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04685,
930,SYNPCC7942_RS04690,Synpcc7942_0912,919325,921283,+,SYNPCC7942_RS04690,SYNPCC7942_RS04690,SYNPCC7942_RS04690,dnaX,DNA polymerase III subunit gamma/tau,SYNPCC7942_RS04690,"DNA polymerase III, tau subunit",K02343
931,SYNPCC7942_RS04695,Synpcc7942_0913,921286,921780,-,SYNPCC7942_RS04695,SYNPCC7942_0913,SYNPCC7942_0913,SYNPCC7942_RS04695,GNAT family N-acetyltransferase,N-acetyltransferase-like,SYNPCC7942_RS04695,K03828
932,SYNPCC7942_RS04700,Synpcc7942_0914,921780,922391,-,SYNPCC7942_RS04700,SYNPCC7942_0914,SYNPCC7942_0914,SYNPCC7942_RS04700,tRNA-(ms[2]io[6]A)-hydroxylase,tRNA-(MS(2)IO(6)A)-hydroxylase-like,SYNPCC7942_RS04700,K06169
933,SYNPCC7942_RS04705,Synpcc7942_0915,922388,922837,-,aroQ,aroD,aroD,aroQ,type II 3-dehydroquinate dehydratase,"3-dehydroquinate dehydratase, type II",3-dehydroquinate dehydratase,K03786
934,SYNPCC7942_RS13870,Synpcc7942_0916,922848,922976,-,SYNPCC7942_RS13870,SYNPCC7942_RS13870,SYNPCC7942_RS13870,SYNPCC7942_RS13870,hypothetical protein,SYNPCC7942_RS13870,SYNPCC7942_RS13870,
935,SYNPCC7942_RS04720,Synpcc7942_0917,923527,923793,-,SYNPCC7942_RS04720,SYNPCC7942_0917,SYNPCC7942_0917,SYNPCC7942_RS04720,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04720,
936,SYNPCC7942_RS04725,Synpcc7942_0918,924079,926028,+,SYNPCC7942_RS04725,SYNPCC7942_RS04725,SYNPCC7942_RS04725,SYNPCC7942_RS04725,AMP-binding protein,SYNPCC7942_RS04725,SYNPCC7942_RS04725,K01897
937,SYNPCC7942_RS04730,Synpcc7942_0919,926077,926523,+,SYNPCC7942_RS04730,SYNPCC7942_0919,SYNPCC7942_0919,SYNPCC7942_RS04730,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS04730,
938,SYNPCC7942_RS04735,Synpcc7942_0920,926720,926974,-,psaK,psaK,psaK,SYNPCC7942_RS04735,photosystem I reaction center subunit PsaK,photosystem I reaction center,SYNPCC7942_RS04735,K02698
939,SYNPCC7942_RS04740,Synpcc7942_0921,927092,927394,-,SYNPCC7942_RS04740,SYNPCC7942_0921,SYNPCC7942_0921,SYNPCC7942_RS04740,DUF3593 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS04740,
940,SYNPCC7942_RS04745,Synpcc7942_0922,927391,928293,-,SYNPCC7942_RS04745,gltX1,gltX1,SYNPCC7942_RS04745,tRNA glutamyl-Q(34) synthetase GluQRS,Glutamate--tRNA ligase,SYNPCC7942_RS04745,"K01885,ko:K01894"
941,SYNPCC7942_RS04750,Synpcc7942_0923,928293,929168,-,SYNPCC7942_RS04750,mtaP,mtaP,SYNPCC7942_RS04750,S-methyl-5'-thioadenosine phosphorylase,Methylthioadenosine phosphorylase,SYNPCC7942_RS04750,K00772
942,SYNPCC7942_RS04755,Synpcc7942_0924,929220,931106,-,SYNPCC7942_RS04755,nblS,nblS,nblS,HAMP domain-containing protein,NblS histidine kinase,multi-sensor signal transduction histidine kinase,K07769
943,SYNPCC7942_RS04760,Synpcc7942_0925,931278,932579,-,purD,purD,purD,purD,phosphoribosylamine--glycine ligase,phosphoribosylamine--glycine ligase,phosphoribosylamine--glycine ligase,K01945
944,SYNPCC7942_RS04765,Synpcc7942_0926,932734,933993,+,SYNPCC7942_RS04765,SYNPCC7942_0926,SYNPCC7942_0926,,tetratricopeptide repeat protein,conserved hypothetical protein,hypothetical protein,
945,SYNPCC7942_RS04770,Synpcc7942_0927,934021,934746,+,SYNPCC7942_RS04770,purC,purC,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,phosphoribosylaminoimidazole-succinocarboxamide synthase,phosphoribosylaminoimidazole-succinocarboxamide synthase,K01923
946,SYNPCC7942_RS04775,Synpcc7942_0928,935212,937029,+,SYNPCC7942_RS04775,SYNPCC7942_0928,SYNPCC7942_0928,,BamA/TamA family outer membrane protein,outer envelope membrane protein,outer envelope membrane protein,K07277
947,SYNPCC7942_RS04780,Synpcc7942_0929,937039,937893,+,SYNPCC7942_RS04780,lpxC,lpxC,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,UDP-3-0-acyl N-acetylglucosamine deacetylase,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,K02535
948,SYNPCC7942_RS04785,Synpcc7942_0930,937912,938379,+,fabZ,fabZ,fabZ,fabZ,3-hydroxyacyl-ACP dehydratase FabZ,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,(3R)-hydroxymyristoyl-(acyl carrier protein) dehydratase,K02372
949,SYNPCC7942_RS04790,Synpcc7942_0931,938386,939192,+,lpxA,lpxA1,lpxA1,lpxA,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,acyl-(acyl-carrier-protein)--UDP-N- acetylglucosamine O-acyltransferase,UDP-N-acetylglucosamine acyltransferase,K00677
950,SYNPCC7942_RS04795,Synpcc7942_0932,939193,940392,+,lpxB,lpxB,lpxB,lpxB,lipid-A-disaccharide synthase,lipid-A-disaccharide synthase,lipid-A-disaccharide synthase,K00748
