locus_tag,old_locus_tag,new_annot,gene_name,new_product,cycbio_gene_name,cycbio_gene_product,COG,uniprot,start,end,strand,operon,accession
SYNPCC7942_RS02195,Synpcc7942_0430,SE_445,dxs,1-deoxy-D-xylulose-5-phosphate synthase,dxs,deoxyxylulose-5-phosphate synthase,Nucleotide transport and metabolism,Q8GAA0,419382,421292,+,,
SYNPCC7942_RS02200,Synpcc7942_0431,SE_446,SE_446,FAD-dependent oxidoreductase,SYNPCC7942_0431,conserved hypothetical protein,Energy production and conversion,UPI00004600CE,421289,422557,+,,
SYNPCC7942_RS02205,Synpcc7942_0432,SE_447,SE_447,D-alanyl-D-alanine dipeptidase,dpdX,D-alanyl-D-alanine dipeptidase,Cell wall/membrane/envelope biogenesis,Q8GAA2,422547,423245,+,,
SYNPCC7942_RS02210,Synpcc7942_0433,SE_448,SE_448,hypothetical protein,SYNPCC7942_0433,conserved hypothetical protein,No COG annotation,Q8GMQ5,423632,424840,+,,
SYNPCC7942_RS02220,Synpcc7942_0434,SE_450,SE_450,permease,SYNPCC7942_0434,conserved hypothetical protein,Function unknown,A0A0H3K578,425057,426064,+,,
SYNPCC7942_RS02225,Synpcc7942_0435,SE_451,SE_451,uncharacterized membrane protein,SYNPCC7942_0435,conserved hypothetical protein,Function unknown,A0A0H3K228,426075,426830,+,,
SYNPCC7942_RS02230,Synpcc7942_0436,SE_452,SE_452,HNH endonuclease,SYNPCC7942_0436,hypothetical protein,Defense mechanisms,A0A0H3K227,426845,427150,+,,
SYNPCC7942_RS02235,,SYNPCC7942_RS02235,SYNPCC7942_RS02235,SYNPCC7942_RS02235,SYNPCC7942_RS02235,SYNPCC7942_RS02235,Function unknown,,427210,427446,+,,
SYNPCC7942_RS02240,Synpcc7942_0437,SE_453,SE_453,glutathione peroxidase,sel0033,putative glutathione peroxidase,Function unknown,Q8GMQ9,427463,428029,+,,
SYNPCC7942_RS13920,Synpcc7942_0438,SYNPCC7942_RS13920,SYNPCC7942_RS13920,SYNPCC7942_RS13920,SYNPCC7942_RS13920,SYNPCC7942_RS13920,No COG annotation,UPI00005E2803,427989,428495,+,,
SYNPCC7942_RS02245,Synpcc7942_0439,SE_455,chlM,Mg-protoporphyrin IX methyltransferase,chlM,magnesium protoporphyrin O-methyltransferase,Coenzyme transport and metabolism,A0A0H3K2S4,428611,429300,-,,
SYNPCC7942_RS02250,Synpcc7942_0440,SE_456,nagA,N-acetylglucosamine-6-phosphate deacetylase,nagA,N-acetylglucosamine-6-phosphate deacetylase,Carbohydrate transport and metabolism,Q8GMR2,429346,430560,-,,
SYNPCC7942_RS02255,Synpcc7942_0441,SE_457,purE,5-(carboxyamino)imidazole ribonucleotide mutase,pur6,"phosphoribosylaminoimidazole carboxylase, catalytic subunit",Nucleotide transport and metabolism,Q8GMR3,430523,431191,+,,
SYNPCC7942_RS02260,Synpcc7942_0442,SE_458,amt1,ammonium transporter,amt1,ammonium transporter,Inorganic ion transport and metabolism,Q31R45,431458,432951,+,,
SYNPCC7942_RS02265,Synpcc7942_0443,SE_459,SE_459,S-layer homology domain-containing protein,sek0027,conserved hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3K8D6,433076,434317,-,,
SYNPCC7942_RS02270,Synpcc7942_0444,SE_460,SE_460,TrbI/VirB10 family protein,sek0026,conserved hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3K2S0,434357,435040,-,,
SYNPCC7942_RS02275,Synpcc7942_0445,SE_461,oppC,ABC-type dipeptide/oligopeptide/nickel transportsystems permease components-like protein,sek0025,ABC-type dipeptide/oligopeptide/nickel transport systems permease components-like,Inorganic ion transport and metabolism,A0A0H3K569,435383,436438,-,,
SYNPCC7942_RS02280,Synpcc7942_0446,SE_462,rpsN,30S ribosomal protein S14,rpsN,30S ribosomal subunit protein S14,"Translation, ribosomal structure and biogenesis",P52858,436519,436821,-,,
SYNPCC7942_RS02285,Synpcc7942_0447,SE_463,nth,D-(apurinic or apyrimidinic site) lyase / endonuclease III,end3,endonuclease III,"Replication, recombination and repair",A0A0H3K215,436851,437537,-,,
SYNPCC7942_RS02290,Synpcc7942_0448,SE_464,SE_464,RIP metalloprotease RseP,SYNPCC7942_0448,"Peptidase M50, putative membrane-associated zinc metallopeptidase",Cell wall/membrane/envelope biogenesis,A0A0H3K216,437534,438628,-,,
SYNPCC7942_RS02295,Synpcc7942_0449,SE_465,serS,serine--tRNA ligase,serS,seryl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",Q8GMR7,438675,439961,-,,
SYNPCC7942_RS02300,Synpcc7942_0450,SE_466,nifU,nitrogen fixation protein NifU family protein,sek0020,putative NifU-like protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3K2R5,440050,440295,-,,
SYNPCC7942_RS02305,Synpcc7942_0451,SE_467,SE_467,esterase,sel0019,esterase,Function unknown,A0A0H3K564,440670,441299,+,,
SYNPCC7942_RS02310,,SE_468,SE_468,Protein of unknown function (DUF3155),SYNPCC7942_RS02310,SYNPCC7942_RS02310,Function unknown,UPI0006740DE3,441357,441728,-,,
SYNPCC7942_RS02315,Synpcc7942_0453,SE_469,SE_469,GAF sensor signal transduction histidine kinase,SYNPCC7942_0453,two-component sensor histidine kinase,Signal transduction mechanisms,Q31R34,442022,443236,+,,
SYNPCC7942_RS02320,Synpcc7942_0454,SE_470,cobS,cobalamin-5'-phosphate synthase,cobS,cobalamin 5'-phosphate synthase,Coenzyme transport and metabolism,Q5N366,443217,443972,-,,
SYNPCC7942_RS02325,Synpcc7942_0455,SE_471,tgt,tRNA-guanine transglycosylase,tgt,Queuine tRNA-ribosyltransferase,Nucleotide transport and metabolism,Q8GAA6,444001,445155,+,,
SYNPCC7942_RS13675,Synpcc7942_0456,SE_472,psbK,photosystem II reaction center protein K,SYNPCC7942_RS13675,SYNPCC7942_RS13675,Function unknown,A0A0D6KMJ1,445209,445346,+,,
SYNPCC7942_RS02330,Synpcc7942_0457,SE_473,SE_473,hypothetical protein,sel0013,conserved hypothetical protein,No COG annotation,A0A0H3K2R0,445562,446179,+,,
SYNPCC7942_RS02335,Synpcc7942_0458,SE_474,fghA,S-formylglutathione hydrolase,SYNPCC7942_0458,Carboxylesterase,Function unknown,A0A0H3K558,446215,447051,-,,
SYNPCC7942_RS02340,Synpcc7942_0459,SE_475,SE_475,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase,SYNPCC7942_0459,glutathione-dependent formaldehyde dehydrogenase,Energy production and conversion,A0A0H3K204,447057,448166,-,,
SYNPCC7942_RS02345,Synpcc7942_0460,SE_476,SE_476,Acetyltransferase (GNAT) family protein,SYNPCC7942_0460,putative acetyltransferase,Transcription,A0A0H3K206,448306,448779,-,,
SYNPCC7942_RS02350,Synpcc7942_0461,SE_477,SE_477,hypothetical protein,SYNPCC7942_0461,conserved hypothetical protein,No COG annotation,A0A0H3K8B8,448876,449313,-,,
SYNPCC7942_RS02355,Synpcc7942_0462,SE_478,SE_478,"Uncharacterized conserved protein, DUF924 family",SYNPCC7942_0462,conserved hypothetical protein,Function unknown,A0A0H3K2Q4,449370,449957,-,,
SYNPCC7942_RS02360,Synpcc7942_0463,SE_479,SE_479,protein tyrosine phosphatase,SYNPCC7942_0463,protein tyrosine phosphatase,Signal transduction mechanisms,Q31R24,449957,450448,-,,
SYNPCC7942_RS02365,Synpcc7942_0464,SE_480,SE_480,YbaB/EbfC family nucleoid-associated protein,SYNPCC7942_0464,conserved hypothetical protein,Function unknown,Q5N376,450539,450880,-,,
SYNPCC7942_RS02370,Synpcc7942_0465,SE_481,SE_481,Protein of unknown function (DUF4079),SYNPCC7942_0465,conserved hypothetical protein,Function unknown,A0A0H3K1Z9,451023,451748,-,,
SYNPCC7942_RS02375,Synpcc7942_0466,SE_482,SE_482,cellulose synthase (UDP-forming),bcsA1,Cellulose synthase (UDP-forming),Cell wall/membrane/envelope biogenesis,A0A0H3K200,451838,454087,+,,
SYNPCC7942_RS02380,Synpcc7942_0467,SE_483,SE_483,Predicted Zn-dependent protease,SYNPCC7942_0467,"Peptidase, metallopeptidases","Post-translational modification, protein turnover,and chaperones",A0A0H3K8B2,454004,454837,-,,
SYNPCC7942_RS02385,Synpcc7942_0468,SE_484,secG,preprotein translocase subunit SecG,secG,"preprotein translocase, SecG subunit","Intracellular trafficking, secretion, and vesicular transport",A0A0H3K2P8,454806,455045,-,,
SYNPCC7942_RS02390,Synpcc7942_0469,SE_485,yibO,phosphoglycerate mutase,pgmM,"phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent",Carbohydrate transport and metabolism,Q31R18,455066,456664,-,,
SYNPCC7942_RS02400,Synpcc7942_0470,SE_487,SE_487,hypothetical protein,SYNPCC7942_0470,conserved hypothetical protein,No COG annotation,UPI0012DC476E,457205,457744,+,,
SYNPCC7942_RS02405,Synpcc7942_0471,SE_488,lacG,"carbohydrate ABC transporter membrane protein 2,CUT1 family",SYNPCC7942_0471,ABC-type sugar transport system permease component,Inorganic ion transport and metabolism,A0A0H3K1Z2,457882,458712,+,,
SYNPCC7942_RS02410,Synpcc7942_0472,SE_489,SE_489,Exodeoxyribonuclease VII small subunit,SYNPCC7942_0472,hypothetical protein,"Translation, ribosomal structure and biogenesis",Q31R15,458795,459019,+,,
SYNPCC7942_RS02415,Synpcc7942_0473,SE_490,SE_490,NADH flavin oxidoreductase,SYNPCC7942_0473,NADH:flavin oxidoreductases Old Yellow Enzyme family-like,Energy production and conversion,Q31R14,459096,460202,+,,
SYNPCC7942_RS02420,Synpcc7942_0475,SE_491,petN,cytochrome b6-f complex subunit PetN,petN,PetN,Energy production and conversion,Q31R12,460449,460553,-,,
SYNPCC7942_RS02425,,SE_492,clpS,ATP-dependent Clp protease adaptor ClpS2,SYNPCC7942_RS02425,SYNPCC7942_RS02425,Function unknown,UPI00005E2808,460552,460962,+,,
SYNPCC7942_RS02430,Synpcc7942_0477,SE_493,ylmG,YggT family protein,SYNPCC7942_0477,conserved hypothetical protein YCF19,Function unknown,UPI000049B66F,460994,461293,-,,
SYNPCC7942_RS02435,Synpcc7942_0478,SE_494,lepB,signal peptidase I Serine peptidase. MEROPS family S26A,lepB1,Thylakoidal processing peptidase,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3K544,461324,461935,-,,
SYNPCC7942_RS02440,Synpcc7942_0479,SE_495,lepA,GTP-binding protein LepA,lepA,LepA,"Translation, ribosomal structure and biogenesis",Q31R08,461935,463749,-,,
SYNPCC7942_RS02445,Synpcc7942_0480,SE_496,SE_496,GAF sensor signal transduction histidine kinase,SYNPCC7942_0480,GAF sensor signal transduction histidine kinase,Signal transduction mechanisms,Q31R07,463901,465634,+,,
SYNPCC7942_RS02450,Synpcc7942_0481,SE_497,SE_497,Trypsin-like peptidase domain-containing protein,SYNPCC7942_0481,protease,"Post-translational modification, protein turnover,and chaperones",UPI0005859FCE,465878,466828,+,,
SYNPCC7942_RS02455,Synpcc7942_0482,SE_498,SE_498,cell division protein FtsI (penicillin-binding protein 3),ftsI,penicillin-binding protein FtsI,Cell wall/membrane/envelope biogenesis,A0A0H3K8A0,467004,468773,-,,
SYNPCC7942_RS02460,Synpcc7942_0483,SE_499,SE_499,hypothetical protein,SYNPCC7942_0483,conserved hypothetical protein,Signal transduction mechanisms,A0A0H3K2N8,468776,469219,-,,
SYNPCC7942_RS02465,Synpcc7942_0484,SE_500,SE_500,CPBP family intramembrane metalloprotease,SYNPCC7942_0484,conserved hypothetical protein,Function unknown,Q31R03,469432,470874,-,,
SYNPCC7942_RS02470,Synpcc7942_0485,SE_501,gpmB,probable phosphoglycerate mutase,serB,phosphoserine phosphatase,Carbohydrate transport and metabolism,Q31R02,470975,472312,+,,
SYNPCC7942_RS02475,Synpcc7942_0486,SE_502,pyrC,dihydroorotase,pyrC1,dihydroorotase,Nucleotide transport and metabolism,A0A0H3K1Y4,472319,473554,+,,
SYNPCC7942_RS02480,Synpcc7942_0487,SE_503,lepB,signal peptidase I Serine peptidase. MEROPS family S26A,SYNPCC7942_0487,"Peptidase S26A, signal peptidase I","Intracellular trafficking, secretion, and vesicular transport",A0A0H3K894,473510,474172,-,,
SYNPCC7942_RS02485,Synpcc7942_0488,SE_504,SE_504,dihydroorotase,pyrC2,"dihydroorotase, multifunctional complex type",Nucleotide transport and metabolism,A0A0H3K2N5,474316,475644,+,,
SYNPCC7942_RS02490,Synpcc7942_0489,SE_505,aldA,aldehyde dehydrogenase (NAD ),aldA,aldehyde dehydrogenase,Energy production and conversion,A0A0H3K534,475665,477044,-,,
SYNPCC7942_RS02495,Synpcc7942_0490,SE_506,SE_506,diguanylate cyclase,SYNPCC7942_0490,diguanylate cyclase (GGDEF domain) with PAS/PAC sensor,Signal transduction mechanisms,UPI0005859EC0,477380,479440,+,,
SYNPCC7942_RS13925,Synpcc7942_0491,SYNPCC7942_RS13925,SYNPCC7942_RS13925,SYNPCC7942_RS13925,SYNPCC7942_RS13925,SYNPCC7942_RS13925,No COG annotation,UPI0012DCDC53,479658,479837,+,,
SYNPCC7942_RS02505,Synpcc7942_0492,SE_508,ribF,bifunctional riboflavin kinase/FMN adenylyltransferase,ribF,riboflavin biosynthesis protein RibF,Coenzyme transport and metabolism,A0A0H3K1Y1,479877,480824,-,,
SYNPCC7942_RS02510,Synpcc7942_0493,SE_509,SE_509,polyphosphate AMP phosphotransferase,SYNPCC7942_0493,conserved hypothetical protein,Function unknown,UPI00004600B6,480967,482451,+,,
SYNPCC7942_RS02515,Synpcc7942_0494,SE_510,SE_510,RES family NAD+ phosphorylase,SYNPCC7942_0494,conserved hypothetical protein,Function unknown,A0A0H3K2N0,482631,482984,-,,
SYNPCC7942_RS02520,Synpcc7942_0495,SE_511,SE_511,DUF2384 domain-containing protein,SYNPCC7942_0495,hypothetical protein,Signal transduction mechanisms,Q31QZ2,482981,483517,-,,
SYNPCC7942_RS02525,Synpcc7942_0496,SE_512,SE_512,Class I SAM-dependent methyltransferase,SYNPCC7942_0496,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H3K1W8,483634,484323,-,,
SYNPCC7942_RS02530,Synpcc7942_0498,SE_513,SE_513,mannose-1-phosphate guanylyltransferase / phosphomannomutase,cpsB,mannose-1-phosphate guanyltransferase,Carbohydrate transport and metabolism,A0A0H3K880,484585,487098,+,,
SYNPCC7942_RS02535,Synpcc7942_0499,SYNPCC7942_RS02535,SYNPCC7942_RS02535,SYNPCC7942_RS02535,SYNPCC7942_0499,conserved hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q31QY8,487375,488370,-,,
SYNPCC7942_RS02540,Synpcc7942_0500,SE_515,SE_515,hypothetical protein,SYNPCC7942_0500,hypothetical protein,No COG annotation,A0A0H3K524,488470,488823,-,,
SYNPCC7942_RS02545,Synpcc7942_0501,SE_516,SE_516,nucleoside-diphosphate-sugar epimerase-like protein,SYNPCC7942_0501,Nucleoside-diphosphate-sugar epimerases-like,Carbohydrate transport and metabolism,A0A0H3K1W2,488833,489483,-,,
SYNPCC7942_RS02550,Synpcc7942_0502,SE_517,SE_517,"Protein N-acetyltransferase, RimJ/RimL family",SYNPCC7942_0502,conserved hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A0H3K1X1,489508,490074,-,,
SYNPCC7942_RS02555,Synpcc7942_0503,SE_518,SE_518,TIGR03792 family protein,SYNPCC7942_0503,hypothetical protein,Function unknown,A0A0H3K872,490074,490382,-,,
SYNPCC7942_RS02560,Synpcc7942_0504,SE_519,hemA,glutamyl-tRNA reductase,hemA,glutamyl-tRNA reductase,Coenzyme transport and metabolism,Q31QY3,490382,491698,-,,
SYNPCC7942_RS02565,Synpcc7942_0505,SE_520,glpX,"D-fructose 1,6-bisphosphatase /sedoheptulose 1,7-bisphosphatase",fbpI,FbpI monomer,Carbohydrate transport and metabolism,Q31QY2,491830,492867,-,,
SYNPCC7942_RS02570,Synpcc7942_0506,SE_521,pyrH,uridylate kinase,pyrH,Uridylate kinase,Nucleotide transport and metabolism,UPI0005862941,493021,493749,+,,
SYNPCC7942_RS02575,Synpcc7942_0507,SE_522,frr,ribosome recycling factor,frr,ribosome recycling factor,"Translation, ribosomal structure and biogenesis",Q31QY0,493736,494284,+,,
SYNPCC7942_RS02580,Synpcc7942_0508,SE_523,SE_523,geranylgeranyl reductase family,chlP2,geranylgeranyl reductase,Energy production and conversion,A0A0H3K2J5,494291,495421,+,,
SYNPCC7942_RS02585,Synpcc7942_0509,SE_524,SE_524,hypothetical protein,SYNPCC7942_0509,conserved hypothetical protein,No COG annotation,Q31QX8,495460,495933,+,,
SYNPCC7942_RS02590,Synpcc7942_0510,SE_525,serB,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphat e phosphatase,mtnX,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase,Amino acid transport and metabolism,A0A0H3K1T0,495930,496580,-,,
SYNPCC7942_RS02595,Synpcc7942_0511,SE_526,ccsA,cytochrome c-type biogenesis protein CcsB,ccsA,Cytochrome c biogenesis protein ccsA,"Post-translational modification, protein turnover,and chaperones",Q31QX6,496602,497579,-,,
SYNPCC7942_RS02600,Synpcc7942_0512,SE_527,ycf84,YjgP/YjgQ family permease,SYNPCC7942_0512,conserved hypothetical protein YCF84,Function unknown,A0A0H3K1U5,497624,498808,-,,
SYNPCC7942_RS02605,Synpcc7942_0513,SE_528,SE_528,lipopolysaccharide export system ATP-binding protein,SYNPCC7942_0513,ATPase,Function unknown,A0A0H3K834,498901,499629,-,,
SYNPCC7942_RS02610,Synpcc7942_0514,SE_529,SE_529,hypothetical protein,SYNPCC7942_0514,conserved hypothetical protein,Function unknown,Q31QX3,499683,500105,-,,
SYNPCC7942_RS02615,Synpcc7942_0515,SE_530,SE_530,hypothetical protein,SYNPCC7942_0515,conserved hypothetical protein,Function unknown,Q31QX2,500143,500565,-,,
SYNPCC7942_RS02620,Synpcc7942_0516,SE_531,ctpB,C-terminal processing peptidase-2. Serine peptidase. MEROPS family S41A,SYNPCC7942_0516,C-terminal processing peptidase-2,Cell wall/membrane/envelope biogenesis,A0A0H3K1S3,500562,501884,-,,
SYNPCC7942_RS02625,Synpcc7942_0517,SE_532,recJ,"putative exonuclease, RecJ-like",recJ,single-stranded-DNA-specific exonuclease RecJ,"Replication, recombination and repair",A0A0H3K1U0,502006,504333,-,,
SYNPCC7942_RS02630,Synpcc7942_0518,SE_533,SE_533,permease,SYNPCC7942_0518,conserved hypothetical protein,Function unknown,A0A0H3K827,504393,505556,+,,
SYNPCC7942_RS02635,Synpcc7942_0519,SE_534,SE_534,hypothetical protein,SYNPCC7942_0519,hypothetical protein,Function unknown,Q31QW8,505620,506138,+,,
SYNPCC7942_RS02640,Synpcc7942_0520,SE_535,SE_535,hypothetical protein,SYNPCC7942_0520,hypothetical protein,Energy production and conversion,A0A0H3K4Y8,506188,506829,+,,
SYNPCC7942_RS02645,Synpcc7942_0521,SE_536,SE_536,Pentapeptide repeat-containing protein,SYNPCC7942_0521,conserved hypothetical protein,Function unknown,A0A0H3K1R7,506835,507422,+,,
SYNPCC7942_RS02655,Synpcc7942_0522,SE_538,SE_538,hypothetical protein,SYNPCC7942_0522,hypothetical protein,No COG annotation,UPI0012DF30A6,507971,508312,+,,
SYNPCC7942_RS02660,Synpcc7942_0523,SE_539,SE_539,"Uncharacterized conserved protein, MAPEG superfamily",SYNPCC7942_0523,hypothetical protein,Function unknown,A0A0H3K1T5,508314,508703,-,,
SYNPCC7942_RS02665,Synpcc7942_0524,SE_540,SE_540,exter cyclase,SYNPCC7942_0524,conserved hypothetical protein,Function unknown,Q31QW3,508795,509202,-,,
SYNPCC7942_RS02670,Synpcc7942_0525,SE_541,aroB,3-dehydroquinate synthase,aroB,3-dehydroquinate synthase,Amino acid transport and metabolism,Q31QW2,509226,510332,-,,
SYNPCC7942_RS02675,Synpcc7942_0526,SE_542,lacF,"carbohydrate ABC transporter membrane protein 1,CUT1 family",SYNPCC7942_0526,ABC-type sugar transport systems permease components-like,Inorganic ion transport and metabolism,Q31QW1,510412,511293,+,,
SYNPCC7942_RS02680,Synpcc7942_0527,SE_543,SE_543,hypothetical protein,SYNPCC7942_0527,conserved hypothetical protein,No COG annotation,Q31QW0,511398,512234,-,,
SYNPCC7942_RS02685,,SE_544,SE_544,"Lipopolysaccharide biosynthesis protein, LPS",SYNPCC7942_RS02685,SYNPCC7942_RS02685,Cell wall/membrane/envelope biogenesis,UPI0012DD14A6,512589,513623,-,,
SYNPCC7942_RS02690,Synpcc7942_0529,SE_545,nagB,6-phosphogluconolactonase,pgl,6-phosphogluconolactonase,Carbohydrate transport and metabolism,UPI000049B66E,513543,514331,+,,
SYNPCC7942_RS02695,Synpcc7942_0530,SE_546,SE_546,epoxyqueuosine reductase,SYNPCC7942_0530,4Fe-4S cluster binding,Coenzyme transport and metabolism,Q31QV7,514335,515288,+,,
SYNPCC7942_RS02700,Synpcc7942_0531,SE_547,SE_547,TPR repeat-containing protein,SYNPCC7942_0531,TPR repeat,Function unknown,Q31QV6,515313,516176,+,,
SYNPCC7942_RS02705,Synpcc7942_0532,SE_548,SE_548,hypothetical protein,SYNPCC7942_0532,conserved hypothetical protein,Function unknown,A0A0H3K4X6,516414,516767,-,,
SYNPCC7942_RS02710,Synpcc7942_0533,SE_549,SE_549,"Uncharacterized conserved protein, DUF433 family",SYNPCC7942_0533,conserved hypothetical protein,Function unknown,A0A0H3K1Q1,516764,517000,-,,
SYNPCC7942_RS02715,Synpcc7942_0534,SE_550,glmS,glutamine--fructose-6-phosphate transaminase,glmS,"glucosamine--fructose-6-phosphate aminotransferase, isomerizing",Cell wall/membrane/envelope biogenesis,A0A0H3K1S5,517016,518941,-,,
SYNPCC7942_RS02720,Synpcc7942_0535,SE_551,psaC,photosystem I subunit VII,psaC,PsaC,Energy production and conversion,P31085,519088,519333,-,,
SYNPCC7942_RS02725,Synpcc7942_0536,SE_552,acpP,acyl carrier protein,acpP,acyl carrier protein,Lipid transport and metabolism,Q31QV1,519792,520034,+,,
SYNPCC7942_RS02730,Synpcc7942_0537,SE_553,fabF,3-oxoacyl-[acyl-carrier-protein] synthase II,fabF,3-oxoacyl-(acyl-carrier-protein) synthase II,Lipid transport and metabolism,A0A0H3K7Z6,520102,521355,+,,
SYNPCC7942_RS02735,Synpcc7942_0538,SE_554,tktA,transketolase,tktA,transketolase,Coenzyme transport and metabolism,A0A0H3K2H1,521502,523508,+,,
