locus_tag,old_locus_tag,marie_annot,marie_gene_name,marie_product,gene_name,cycbio_gene_product,old_gene_name,old_gene_product,COG,uniprot,operon,accession,start,stop,strand
SYNPCC7942_RS03485,Synpcc7942_0680,SYNPCC7942_RS03485,SYNPCC7942_RS03485,SYNPCC7942_RS03485,erg3,sterol C5-desaturase,SYNPCC7942_RS03485,sterol desaturase family protein,Lipid transport and metabolism,A0A0H3K218,Op490,NC_007604.1,674334,675149,+
SYNPCC7942_RS03490,Synpcc7942_0681,SYNPCC7942_RS03490,SYNPCC7942_RS03490,SYNPCC7942_RS03490,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,SYNPCC7942_RS03490,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Lipid transport and metabolism,Q31QF6,Op491,NC_007604.1,675164,675862,-
SYNPCC7942_RS03495,Synpcc7942_0682,SYNPCC7942_RS03495,SYNPCC7942_RS03495,SYNPCC7942_RS03495,SYNPCC7942_0682,conserved hypothetical protein,SYNPCC7942_RS03495,glycosyltransferase family 9 protein,Cell wall/membrane/envelope biogenesis,Q31QF5,Op492,NC_007604.1,675946,676905,+
SYNPCC7942_RS03500,Synpcc7942_0683,SYNPCC7942_RS03500,SYNPCC7942_RS03500,SYNPCC7942_RS03500,TrkA1,potassium channel protein,SYNPCC7942_RS03500,potassium channel protein,Inorganic ion transport and metabolism,A0A0H3K196,Op492,NC_007604.1,676942,677967,+
SYNPCC7942_RS03505,Synpcc7942_0684,SYNPCC7942_RS03505,SYNPCC7942_RS03505,SYNPCC7942_RS03505,fabG,3-oxoacyl-(acyl-carrier-protein) reductase,fabG,3-oxoacyl-[acyl-carrier-protein] reductase,Lipid transport and metabolism,A0A0H3K1E8,Op493,NC_007604.1,678025,678774,+
SYNPCC7942_RS03510,Synpcc7942_0685,SYNPCC7942_RS03510,SYNPCC7942_RS03510,SYNPCC7942_RS03510,SYNPCC7942_0685,Chaperonin Cpn60/TCP-1,groL,chaperonin GroEL,"Post-translational modification, protein turnover,and chaperones",Q31QF2,Op494,NC_007604.1,678881,680548,+
SYNPCC7942_RS03515,,SE_712,SE_712,hypothetical protein,SYNPCC7942_RS03515,SYNPCC7942_RS03515,SYNPCC7942_RS03515,hypothetical protein,No COG annotation,UPI0000460044,Op495,NC_007604.1,680767,680967,+
SYNPCC7942_RS03520,Synpcc7942_0686,SE_713,SE_713,FO synthase subunit 2,SYNPCC7942_0686,conserved hypothetical protein,cofH,7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH,Coenzyme transport and metabolism,Q31QF1,Op496,NC_007604.1,680978,682138,+
SYNPCC7942_RS03525,Synpcc7942_0687,SE_714,SE_714,Protein of unknown function (DUF3352),SYNPCC7942_0687,hypothetical protein,SYNPCC7942_RS03525,DUF3352 domain-containing protein,Function unknown,A0A0H3K7I0,Op496,NC_007604.1,682128,683747,+
SYNPCC7942_RS03530,Synpcc7942_0688,SE_715,SE_715,ArsR family transcriptional regulator,SYNPCC7942_0688,"putative transcriptional regulator, ArsR family",SYNPCC7942_RS03530,winged helix-turn-helix transcriptional regulator,Transcription,A0A0H3K211,Op497,NC_007604.1,683722,684060,+
SYNPCC7942_RS03535,Synpcc7942_0689,SE_716,SE_716,CPBP family intramembrane metalloprotease,SYNPCC7942_0689,hypothetical protein,SYNPCC7942_RS03535,CPBP family intramembrane metalloprotease,Function unknown,UPI0000460041,Op498,NC_007604.1,684051,684884,-
SYNPCC7942_RS03540,Synpcc7942_0690,SE_717,clpS,ATP-dependent Clp protease adaptor protein ClpS,clpS1,ClpS1 adaptor protein,clpS,ATP-dependent Clp protease adapter ClpS,Function unknown,Q31QE7,Op498,NC_007604.1,684868,685155,-
SYNPCC7942_RS13620,Synpcc7942_0691,SE_718,SE_718,hypothetical protein,SYNPCC7942_0691,hypothetical protein,SYNPCC7942_RS13620,hypothetical protein,No COG annotation,Q31QE6,Op499,NC_007604.1,685290,685634,+
SYNPCC7942_RS03550,Synpcc7942_0692,SE_719,SE_719,Alpha/beta hydrolase,SYNPCC7942_0692,conserved hypothetical protein,SYNPCC7942_RS03550,alpha/beta hydrolase,No COG annotation,A0A0H3K189,Op500,NC_007604.1,685631,686185,-
SYNPCC7942_RS03555,Synpcc7942_0693,SE_720,SE_720,HAD family hydrolase,SYNPCC7942_0693,conserved hypothetical protein,SYNPCC7942_RS03555,HAD family hydrolase,Function unknown,UPI00005E2824,Op501,NC_007604.1,686247,687080,-
SYNPCC7942_RS03560,Synpcc7942_0694,SE_721,rps1,30S ribosomal protein S1,rpsA1,30S ribosomal subunit protein S1,SYNPCC7942_RS03560,30S ribosomal protein S1,"Translation, ribosomal structure and biogenesis",P46228,Op502,NC_007604.1,687133,688056,-
SYNPCC7942_RS03565,Synpcc7942_0695,SE_722,SE_722,NrdR family transcriptional regulator,SYNPCC7942_0695,Protein of unknown function DUF193,nrdR,transcriptional regulator NrdR,Transcription,P46227,Op503,NC_007604.1,688334,688840,-
SYNPCC7942_RS03570,Synpcc7942_0696,SE_723,psbT,photosystem II reaction center protein T,psbT,PsbT,SYNPCC7942_RS03570,photosystem II reaction center protein T,No COG annotation,Q31QE1,Op504,NC_007604.1,689050,689145,-
SYNPCC7942_RS03575,Synpcc7942_0697,SE_724,psbB,Photosystem II CP47 chlorophyll apoprotein,psbB,CP47,psbB,photosystem II chlorophyll-binding protein CP47,Inorganic ion transport and metabolism,A0A0H3K7H2,Op505,NC_007604.1,689222,690748,-
SYNPCC7942_RS03580,Synpcc7942_0698,SE_725,SE_725,ferredoxin,petF5,probable ferredoxin,SYNPCC7942_RS03580,(2Fe-2S)-binding protein,Energy production and conversion,A0A0H3K203,Op506,NC_007604.1,691085,691519,+
SYNPCC7942_RS03585,Synpcc7942_0699,SE_726,psbM,photosystem II reaction center protein M,psbM,PsbM,SYNPCC7942_RS03585,photosystem II reaction center protein M,Function unknown,Q31QD8,Op507,NC_007604.1,691619,691726,+
SYNPCC7942_RS03590,Synpcc7942_0700,SE_727,SE_727,"Nucleotide-binding universal stress protein, UspA family",SYNPCC7942_0700,conserved hypothetical protein,SYNPCC7942_RS03590,universal stress protein,Signal transduction mechanisms,A0A0H3K4I3,Op508,NC_007604.1,691824,692657,-
SYNPCC7942_RS03595,Synpcc7942_0701,SE_728,SE_728,acyl-CoA thioester hydrolase,SYNPCC7942_0701,conserved hypothetical protein,SYNPCC7942_RS03595,acyl-CoA thioesterase,Function unknown,A0A0H3K183,Op509,NC_007604.1,692799,693260,+
SYNPCC7942_RS03600,Synpcc7942_0702,SE_729,SE_729,SAM-dependent chlorinase/fluorinase,SYNPCC7942_0702,conserved hypothetical protein,SYNPCC7942_RS03600,SAM-dependent chlorinase/fluorinase,Function unknown,Q31QD5,Op509,NC_007604.1,693257,694045,+
SYNPCC7942_RS03605,Synpcc7942_0703,SE_730,smf,DNA processing protein,dprA,"DNA processing protein DprA, putative",dprA,DNA-protecting protein DprA,"Replication, recombination and repair",UPI000046003B,Op509,NC_007604.1,694072,695280,+
SYNPCC7942_RS03610,Synpcc7942_0704,SE_731,act,Vat family streptogramin A O-acetyltransferase,cat,Chloramphenicol O-acetyltransferase,vat,Vat family streptogramin A O-acetyltransferase,Function unknown,A0A0H3K1Z5,Op509,NC_007604.1,695313,695948,+
SYNPCC7942_RS03615,Synpcc7942_0705,SE_732,SE_732,Transglutaminase-like superfamily protein,SYNPCC7942_0705,conserved hypothetical protein,SYNPCC7942_RS03615,transglutaminase family protein,Amino acid transport and metabolism,A0A0H3K4H5,Op509,NC_007604.1,695935,696570,+
SYNPCC7942_RS03620,Synpcc7942_0706,SE_733,cobL,precorrin-6B methylase,cobL1,precorrin decarboxylase,cbiT,precorrin-6Y C5%2C15-methyltransferase subunit CbiT,Coenzyme transport and metabolism,Q31QD1,Op510,NC_007604.1,696577,697191,-
SYNPCC7942_RS03625,Synpcc7942_0707,SE_734,cad,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,ldcC,arginine decarboxylase,SYNPCC7942_RS03625,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,Amino acid transport and metabolism,Q31QD0,Op510,NC_007604.1,697172,698641,-
SYNPCC7942_RS03630,Synpcc7942_0708,SE_735,SE_735,AarF/ABC1/UbiB kinase family protein,ubiB1,conserved hypothetical protein,SYNPCC7942_RS03630,AarF/ABC1/UbiB kinase family protein,Function unknown,A0A0H3K7F7,Op511,NC_007604.1,698708,700459,+
SYNPCC7942_RS03635,Synpcc7942_0709,SE_736,SE_736,hypothetical protein,SYNPCC7942_0709,conserved hypothetical protein,SYNPCC7942_RS03635,hypothetical protein,Amino acid transport and metabolism,A0A0H3K1Y7,Op512,NC_007604.1,700511,700840,+
SYNPCC7942_RS03640,Synpcc7942_0710,SE_737,SE_737,Protein of unknown function (DUF3318),SYNPCC7942_0710,conserved hypothetical protein,SYNPCC7942_RS03640,DUF3318 domain-containing protein,Function unknown,UPI00003A0526,Op513,NC_007604.1,700843,701481,-
SYNPCC7942_RS03645,Synpcc7942_0711,SE_738,carB,carbamoyl phosphate synthase large subunit,carB,"carbamoyl-phosphate synthase, large subunit",carB,carbamoyl-phosphate synthase large subunit,Nucleotide transport and metabolism,A0A0H3K169,Op514,NC_007604.1,701604,704897,+
SYNPCC7942_RS03650,Synpcc7942_0712,SE_739,SE_739,S41 family peptidase ,SYNPCC7942_0712,C-terminal processing peptidase-2,SYNPCC7942_RS03650,S41 family peptidase,Cell wall/membrane/envelope biogenesis,A0A0H3K1C4,Op515,NC_007604.1,705073,706350,-
SYNPCC7942_RS03655,Synpcc7942_0713,SE_740,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,ispG,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (ferredoxin),ispG,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,Lipid transport and metabolism,Q31QC4,Op516,NC_007604.1,706450,707673,-
SYNPCC7942_RS03660,Synpcc7942_0714,SE_741,amiA,N-acetylmuramoyl-L-alanine amidase,amiA1,N-acetylmuramoyl-L-alanine amidase,SYNPCC7942_RS03660,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,A0A0H3K7E9,Op517,NC_007604.1,707744,709450,-
SYNPCC7942_RS03670,Synpcc7942_0715,SE_743,murZ,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murZ,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Cell wall/membrane/envelope biogenesis,UPI0008FF150D,Op518,NC_007604.1,709923,711179,+
SYNPCC7942_RS03680,Synpcc7942_0716,SE_745,SE_745,tyrosine-type recombinase/integrase,SYNPCC7942_0716,conserved hypothetical protein,SYNPCC7942_RS03680,tyrosine-type recombinase/integrase,"Replication, recombination and repair",UPI000049B791,Op519,NC_007604.1,711503,712546,+
SYNPCC7942_RS03685,,SYNPCC7942_RS03685,SYNPCC7942_RS03685,SYNPCC7942_RS03685,SYNPCC7942_RS03685,SYNPCC7942_RS03685,SYNPCC7942_RS03685,hypothetical protein,No COG annotation,UPI000039FEFE,Op520,NC_007604.1,712522,712740,-
SYNPCC7942_RS03695,Synpcc7942_0717,SE_746,dcd,dCTP deamise,dcd1,Deoxycytidine triphosphate deaminase,SYNPCC7942_RS03695,2'-deoxycytidine 5'-triphosphate deaminase,Nucleotide transport and metabolism,A0A0H3K162,Op521,NC_007604.1,713127,713651,-
SYNPCC7942_RS03700,Synpcc7942_0718,SE_747,SE_747,hypothetical protein,SYNPCC7942_0718,conserved hypothetical protein,SYNPCC7942_RS03700,hypothetical protein,No COG annotation,A0A0H3K1B7,Op521,NC_007604.1,713678,714331,-
SYNPCC7942_RS03705,Synpcc7942_0719,SE_748,SE_748,hypothetical protein,SYNPCC7942_0719,conserved hypothetical protein,SYNPCC7942_RS03705,hypothetical protein,No COG annotation,A0A0H3K7E1,Op521,NC_007604.1,714328,714831,-
SYNPCC7942_RS03710,,SYNPCC7942_RS03710,SYNPCC7942_RS03710,SYNPCC7942_RS03710,SYNPCC7942_RS03710,SYNPCC7942_RS03710,SYNPCC7942_RS03710,hypothetical protein,No COG annotation,UPI000039FF03,Op522,NC_007604.1,714824,715054,-
SYNPCC7942_RS03715,Synpcc7942_0720,SE_749,SE_749,hypothetical protein,SYNPCC7942_0720,conserved hypothetical protein,SYNPCC7942_RS03715,hypothetical protein,No COG annotation,A0A0H3K1X0,Op523,NC_007604.1,715051,715389,-
SYNPCC7942_RS03720,,SYNPCC7942_RS03720,SYNPCC7942_RS03720,SYNPCC7942_RS03720,SYNPCC7942_RS03720,SYNPCC7942_RS03720,SYNPCC7942_RS03720,hypothetical protein,No COG annotation,UPI000039FF04,Op524,NC_007604.1,715386,715589,-
SYNPCC7942_RS03725,Synpcc7942_0721,SE_750,SE_750,hypothetical protein,SYNPCC7942_0721,hypothetical protein,SYNPCC7942_RS03725,hypothetical protein,No COG annotation,Q31QB6,Op525,NC_007604.1,715592,715882,-
SYNPCC7942_RS03730,Synpcc7942_0722,SE_751,SE_751,hypothetical protein,SYNPCC7942_0722,conserved hypothetical protein,SYNPCC7942_RS03730,hypothetical protein,No COG annotation,A0A0H3K4F2,Op526,NC_007604.1,715943,717025,-
SYNPCC7942_RS03735,,SYNPCC7942_RS03735,SYNPCC7942_RS03735,SYNPCC7942_RS03735,SYNPCC7942_RS03735,SYNPCC7942_RS03735,SYNPCC7942_RS03735,hypothetical protein,No COG annotation,UPI000039FF07,Op527,NC_007604.1,717138,717386,+
SYNPCC7942_RS03745,Synpcc7942_0724,SE_753,SE_753,hypothetical protein,SYNPCC7942_0724,conserved hypothetical protein,SYNPCC7942_RS03745,hypothetical protein,No COG annotation,A0A0H3K1B2,Op528,NC_007604.1,718004,718447,+
SYNPCC7942_RS03750,Synpcc7942_0725,SE_754,SE_754,DEAD/DEAH box helicase-like protein,SYNPCC7942_0725,"DNA/RNA helicase, DEAD/DEAH box type",SYNPCC7942_RS03750,DEAD/DEAH box helicase,"Replication, recombination and repair",A0A0H3K7D5,Op529,NC_007604.1,718666,720075,+
SYNPCC7942_RS03755,Synpcc7942_0726,SE_755,SE_755,VRR-NUC domain-containing protein,SYNPCC7942_0726,conserved hypothetical protein,SYNPCC7942_RS03755,VRR-NUC domain-containing protein,Function unknown,A0A0H3K1W5,Op529,NC_007604.1,720068,720430,+
SYNPCC7942_RS03760,Synpcc7942_0727,SE_756,SE_756,hypothetical protein,SYNPCC7942_0727,conserved hypothetical protein,SYNPCC7942_RS03760,hypothetical protein,"Replication, recombination and repair",Q31QB0,Op529,NC_007604.1,720423,722966,+
SYNPCC7942_RS03765,Synpcc7942_0728,SE_757,SE_757,hypothetical protein,SYNPCC7942_0728,conserved hypothetical protein,SYNPCC7942_RS03765,hypothetical protein,No COG annotation,A0A0H3K151,Op530,NC_007604.1,723236,723781,+
SYNPCC7942_RS03770,Synpcc7942_0729,SE_758,SE_758,hypothetical protein,SYNPCC7942_0729,conserved hypothetical protein,SYNPCC7942_RS03770,hypothetical protein,No COG annotation,A0A0H3K1A5,Op530,NC_007604.1,723806,724411,+
SYNPCC7942_RS03775,Synpcc7942_0730,SE_759,SE_759,hypothetical protein,SYNPCC7942_0730,conserved hypothetical protein,SYNPCC7942_RS03775,hypothetical protein,No COG annotation,A0A0H3K7C8,Op531,NC_007604.1,724626,725165,+
SYNPCC7942_RS03780,Synpcc7942_0731,SE_760,SE_760,phage terminase large subunit,SYNPCC7942_0731,putative phage terminase large subunit,SYNPCC7942_RS03780,phage terminase large subunit family protein,Function unknown,A0A0H3K1V8,Op532,NC_007604.1,725474,727354,+
SYNPCC7942_RS03785,Synpcc7942_0732,SE_761,SE_761,hypothetical protein,SYNPCC7942_0732,conserved hypothetical protein,SYNPCC7942_RS03785,hypothetical protein,No COG annotation,A0A0H3K4E1,Op533,NC_007604.1,727482,727691,+
SYNPCC7942_RS03790,Synpcc7942_0733,SE_762,SE_762,"Phage portal protein, lambda",SYNPCC7942_0733,"phage portal protein, lambda",SYNPCC7942_RS03790,phage portal protein,Function unknown,A0A0H3K144,Op533,NC_007604.1,727691,729154,+
SYNPCC7942_RS03795,Synpcc7942_0734,SE_763,SE_763,hypothetical protein,SYNPCC7942_0734,conserved hypothetical protein,SYNPCC7942_RS03795,Mu-like prophage major head subunit gpT family protein,Function unknown,A0A0H3K1A1,Op533,NC_007604.1,729177,731051,+
SYNPCC7942_RS03800,Synpcc7942_0735,SE_764,SE_764,DUF2190 family protein,SYNPCC7942_0735,conserved hypothetical protein,SYNPCC7942_RS03800,DUF2190 family protein,Function unknown,A0A0H3K7C1,Op534,NC_007604.1,731099,731428,+
SYNPCC7942_RS03805,Synpcc7942_0736,SE_765,SE_765,electron transfer protein,SYNPCC7942_0736,electron transfer protein,SYNPCC7942_RS03805,hypothetical protein,No COG annotation,A0A0H3K1V3,Op534,NC_007604.1,731434,731745,+
SYNPCC7942_RS03810,Synpcc7942_0737,SE_766,SE_766,hypothetical protein,SYNPCC7942_0737,conserved hypothetical protein,SYNPCC7942_RS03810,hypothetical protein,No COG annotation,UPI0012DFBAB2,Op534,NC_007604.1,731717,732376,+
SYNPCC7942_RS03815,,SE_767,SE_767,hypothetical protein,SYNPCC7942_RS03815,SYNPCC7942_RS03815,SYNPCC7942_RS03815,hypothetical protein,No COG annotation,UPI000039FF17,Op535,NC_007604.1,732373,732729,+
SYNPCC7942_RS13625,Synpcc7942_0738,SE_768,SE_768,Phage baseplate assembly protein V,GpV,phage baseplate assembly protein V,SYNPCC7942_RS13625,phage baseplate assembly protein V,"Replication, recombination and repair",Q31Q99,Op536,NC_007604.1,732710,733270,+
SYNPCC7942_RS03825,,SE_769,SE_769,PaaR membrane protein,SYNPCC7942_RS03825,SYNPCC7942_RS03825,SYNPCC7942_RS03825,PAAR domain-containing protein,Signal transduction mechanisms,UPI0005850D58,Op537,NC_007604.1,733285,733536,+
SYNPCC7942_RS03830,Synpcc7942_0739,SE_770,SE_770,phage baseplate protein,SYNPCC7942_0739,conserved hypothetical protein,SYNPCC7942_RS03830,GPW/gp25 family protein,No COG annotation,A0A0H3K195,Op538,NC_007604.1,733536,733880,+
SYNPCC7942_RS03835,Synpcc7942_0740,SE_771,SE_771,GPJ of phage P2-like protein,SYNPCC7942_0740,phage P2 protein GPJ,SYNPCC7942_RS03835,baseplate J/gp47 family protein,Function unknown,A0A0H3K7B3,Op538,NC_007604.1,733877,734716,+
SYNPCC7942_RS03840,Synpcc7942_0741,SE_772,SE_772,Phage tail protein I,SYNPCC7942_0741,phage tail protein I,SYNPCC7942_RS03840,phage tail protein,Signal transduction mechanisms,A0A0H3K1U8,Op538,NC_007604.1,734713,735552,+
SYNPCC7942_RS03845,Synpcc7942_0742,SE_773,SE_773,hypothetical protein,SYNPCC7942_0742,conserved hypothetical protein,SYNPCC7942_RS03845,hypothetical protein,No COG annotation,A0A0H3K4C7,Op539,NC_007604.1,735651,736136,+
SYNPCC7942_RS03850,Synpcc7942_0743,SE_774,SE_774,hypothetical protein,SYNPCC7942_0743,conserved hypothetical protein,SYNPCC7942_RS03850,DUF4815 domain-containing protein,Function unknown,Q31Q94,Op539,NC_007604.1,736140,738155,+
SYNPCC7942_RS03855,Synpcc7942_0744,SE_775,SE_775,hypothetical protein,SYNPCC7942_0744,conserved hypothetical protein,SYNPCC7942_RS03855,hypothetical protein,Function unknown,Q31Q93,Op539,NC_007604.1,738159,739610,+
SYNPCC7942_RS03860,Synpcc7942_0745,SE_776,SE_776,phage tail protein,SYNPCC7942_0745,conserved hypothetical protein,SYNPCC7942_RS03860,phage tail protein,Function unknown,Q31Q92,Op539,NC_007604.1,739615,740778,+
SYNPCC7942_RS03865,Synpcc7942_0746,SE_777,SE_777,hypothetical protein,SYNPCC7942_0746,conserved hypothetical protein,SYNPCC7942_RS03865,hypothetical protein,No COG annotation,Q31Q91,Op539,NC_007604.1,740782,741288,+
SYNPCC7942_RS03870,Synpcc7942_0747,SE_778,SE_778,hypothetical protein,SYNPCC7942_0747,conserved hypothetical protein,SYNPCC7942_RS03870,phage tail sheath subtilisin-like domain-containing protein,Function unknown,Q31Q90,Op540,NC_007604.1,741396,742820,+
SYNPCC7942_RS03875,Synpcc7942_0748,SE_779,SE_779,Phage major tail tube protein,gpFII,phage major tail tube protein,SYNPCC7942_RS03875,phage major tail tube protein,Function unknown,Q31Q89,Op540,NC_007604.1,742817,743320,+
SYNPCC7942_RS03880,Synpcc7942_0749,SE_780,SE_780,phage tail assembly protein,SYNPCC7942_0749,hypothetical protein,SYNPCC7942_RS03880,phage tail assembly protein,Function unknown,Q31Q88,Op540,NC_007604.1,743324,743614,+
SYNPCC7942_RS13935,,SYNPCC7942_RS13935,SYNPCC7942_RS13935,SYNPCC7942_RS13935,SYNPCC7942_RS13935,SYNPCC7942_RS13935,SYNPCC7942_RS13935,hypothetical protein,No COG annotation,UPI0002E921E0,Op541,NC_007604.1,743611,743748,+
SYNPCC7942_RS03885,Synpcc7942_0750,SE_781,SE_781,"Phage tail tape measure protein TP901, core region",tmp,"phage tail tape measure protein TP901, core region",SYNPCC7942_RS03885,phage tail tape measure protein,Cell motility,Q31Q87,Op542,NC_007604.1,743738,746590,+
SYNPCC7942_RS03890,Synpcc7942_0751,SE_782,SE_782,phage tail protein,SYNPCC7942_0751,conserved hypothetical protein,SYNPCC7942_RS03890,phage tail protein,Function unknown,A0A0H3K799,Op542,NC_007604.1,746590,747510,+
SYNPCC7942_RS03895,Synpcc7942_0752,SE_783,SE_783,phage tail protein,SYNPCC7942_0752,conserved hypothetical protein,SYNPCC7942_RS03895,tail protein X,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3K1T8,Op542,NC_007604.1,747510,747722,+
SYNPCC7942_RS03900,Synpcc7942_0753,SE_784,SE_784,phage late control gene D protein GPD,gpD,phage late control D protein GPD,SYNPCC7942_RS03900,late control protein D,No COG annotation,Q31Q84,Op542,NC_007604.1,747719,749161,+
SYNPCC7942_RS03910,Synpcc7942_0755,SE_786,SE_786,hypothetical protein,SYNPCC7942_0755,conserved hypothetical protein,SYNPCC7942_RS03910,DUF882 domain-containing protein,Function unknown,Q31Q82,Op543,NC_007604.1,749431,750009,+
SYNPCC7942_RS03915,,SYNPCC7942_RS03915,SYNPCC7942_RS03915,SYNPCC7942_RS03915,SYNPCC7942_RS03915,SYNPCC7942_RS03915,SYNPCC7942_RS03915,hypothetical protein,No COG annotation,UPI000039FF2B,Op544,NC_007604.1,750009,750203,+
SYNPCC7942_RS13940,,SYNPCC7942_RS13940,SYNPCC7942_RS13940,SYNPCC7942_RS13940,SYNPCC7942_RS13940,SYNPCC7942_RS13940,SYNPCC7942_RS13940,hypothetical protein,No COG annotation,UPI000039FF2C,Op545,NC_007604.1,750233,750409,+
SYNPCC7942_RS03920,Synpcc7942_0756,SE_787,SE_787,"chain A, D20c mutant of T4 lysozyme",SYNPCC7942_0756,lysozyme,SYNPCC7942_RS03920,chain A%2C D20c mutant of T4 lysozyme,Function unknown,A0A0H3K177,Op546,NC_007604.1,750406,750870,+
SYNPCC7942_RS03925,,SE_788,SE_788,hypothetical protein,SYNPCC7942_RS03925,SYNPCC7942_RS03925,SYNPCC7942_RS03925,hypothetical protein,No COG annotation,UPI0002DBAD35,Op547,NC_007604.1,751142,751957,+
SYNPCC7942_RS13690,Synpcc7942_0758,SE_789,SE_789,DUG488 domain containing protein,SYNPCC7942_RS13690,SYNPCC7942_RS13690,SYNPCC7942_RS13690,DUF488 domain-containing protein,Function unknown,Q31Q79,Op548,NC_007604.1,751959,752381,+
