locus_tag,old_locus_tag,gene_name,cycbio_gene_name,cycbio_gene_product,gene_product,COG,uniprot,start,end,strand
SYNPCC7942_RS02610,Synpcc7942_0514,SYNPCC7942_RS02610,SYNPCC7942_0514,conserved hypothetical protein,hypothetical protein,Function unknown,Q31QX3,499683,500105,-
SYNPCC7942_RS02615,Synpcc7942_0515,SYNPCC7942_RS02615,SYNPCC7942_0515,conserved hypothetical protein,DUF309 domain-containing protein,Function unknown,Q31QX2,500143,500565,-
SYNPCC7942_RS02620,Synpcc7942_0516,SYNPCC7942_RS02620,SYNPCC7942_0516,C-terminal processing peptidase-2,PDZ domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0H3K1S3,500562,501884,-
SYNPCC7942_RS02625,Synpcc7942_0517,recJ,recJ,single-stranded-DNA-specific exonuclease RecJ,single-stranded-DNA-specific exonuclease RecJ,"Replication, recombination and repair",A0A0H3K1U0,502006,504333,-
SYNPCC7942_RS02630,Synpcc7942_0518,SYNPCC7942_RS02630,SYNPCC7942_0518,conserved hypothetical protein,AI-2E family transporter,Function unknown,A0A0H3K827,504393,505556,+
SYNPCC7942_RS02635,Synpcc7942_0519,SYNPCC7942_RS02635,SYNPCC7942_0519,hypothetical protein,hypothetical protein,Function unknown,Q31QW8,505620,506138,+
SYNPCC7942_RS02640,Synpcc7942_0520,SYNPCC7942_RS02640,SYNPCC7942_0520,hypothetical protein,hypothetical protein,Energy production and conversion,A0A0H3K4Y8,506188,506829,+
SYNPCC7942_RS02645,Synpcc7942_0521,SYNPCC7942_RS02645,SYNPCC7942_0521,conserved hypothetical protein,pentapeptide repeat-containing protein,Function unknown,A0A0H3K1R7,506835,507422,+
SYNPCC7942_RS02655,Synpcc7942_0522,SYNPCC7942_RS02655,SYNPCC7942_0522,hypothetical protein,hypothetical protein,No COG annotation,UPI0012DF30A6,507971,508312,+
SYNPCC7942_RS02660,Synpcc7942_0523,SYNPCC7942_RS02660,SYNPCC7942_0523,hypothetical protein,MAPEG family protein,Function unknown,A0A0H3K1T5,508314,508703,-
SYNPCC7942_RS02665,Synpcc7942_0524,SYNPCC7942_RS02665,SYNPCC7942_0524,conserved hypothetical protein,ester cyclase,Function unknown,Q31QW3,508795,509202,-
SYNPCC7942_RS02670,Synpcc7942_0525,SYNPCC7942_RS02670,aroB,3-dehydroquinate synthase,3-dehydroquinate synthase,Amino acid transport and metabolism,Q31QW2,509226,510332,-
SYNPCC7942_RS02675,Synpcc7942_0526,SYNPCC7942_RS02675,SYNPCC7942_0526,ABC-type sugar transport systems permease components-like,sugar ABC transporter permease,Inorganic ion transport and metabolism,Q31QW1,510412,511293,+
SYNPCC7942_RS02680,Synpcc7942_0527,SYNPCC7942_RS02680,SYNPCC7942_0527,conserved hypothetical protein,hypothetical protein,No COG annotation,Q31QW0,511398,512234,-
SYNPCC7942_RS02685,,SYNPCC7942_RS02685,SYNPCC7942_RS02685,SYNPCC7942_RS02685,lipopolysaccharide biosynthesis protein,Cell wall/membrane/envelope biogenesis,UPI0012DD14A6,512589,513623,-
SYNPCC7942_RS02690,Synpcc7942_0529,pgl,pgl,6-phosphogluconolactonase,6-phosphogluconolactonase,Carbohydrate transport and metabolism,UPI000049B66E,513543,514331,+
SYNPCC7942_RS02695,Synpcc7942_0530,queG,SYNPCC7942_0530,4Fe-4S cluster binding,tRNA epoxyqueuosine(34) reductase QueG,Coenzyme transport and metabolism,Q31QV7,514335,515288,+
SYNPCC7942_RS02700,Synpcc7942_0531,SYNPCC7942_RS02700,SYNPCC7942_0531,TPR repeat,tetratricopeptide repeat protein,Function unknown,Q31QV6,515313,516176,+
SYNPCC7942_RS02705,Synpcc7942_0532,SYNPCC7942_RS02705,SYNPCC7942_0532,conserved hypothetical protein,DUF5615 family PIN-like protein,Function unknown,A0A0H3K4X6,516414,516767,-
SYNPCC7942_RS02710,Synpcc7942_0533,SYNPCC7942_RS02710,SYNPCC7942_0533,conserved hypothetical protein,DUF433 domain-containing protein,Function unknown,A0A0H3K1Q1,516764,517000,-
SYNPCC7942_RS02715,Synpcc7942_0534,glmS,glmS,"glucosamine--fructose-6-phosphate aminotransferase, isomerizing",glutamine--fructose-6-phosphate transaminase (isomerizing),Cell wall/membrane/envelope biogenesis,A0A0H3K1S5,517016,518941,-
SYNPCC7942_RS02720,Synpcc7942_0535,psaC,psaC,PsaC,photosystem I iron-sulfur center protein PsaC,Energy production and conversion,P31085,519088,519333,-
SYNPCC7942_RS02725,Synpcc7942_0536,acpP,acpP,acyl carrier protein,acyl carrier protein,Lipid transport and metabolism,Q31QV1,519792,520034,+
SYNPCC7942_RS02730,Synpcc7942_0537,fabF,fabF,3-oxoacyl-(acyl-carrier-protein) synthase II,beta-ketoacyl-ACP synthase II,Lipid transport and metabolism,A0A0H3K7Z6,520102,521355,+
SYNPCC7942_RS02735,Synpcc7942_0538,tkt,tktA,transketolase,transketolase,Coenzyme transport and metabolism,A0A0H3K2H1,521502,523508,+
SYNPCC7942_RS02740,Synpcc7942_0539,SYNPCC7942_RS02740,SYNPCC7942_0539,conserved hypothetical protein,CPBP family intramembrane metalloprotease,Function unknown,A0A0H3K4W9,523604,524353,+
SYNPCC7942_RS02745,Synpcc7942_0540,SYNPCC7942_RS02745,SYNPCC7942_0540,conserved hypothetical protein,PIN domain-containing protein,Function unknown,A0A0H3K1P2,524367,524828,+
SYNPCC7942_RS02750,Synpcc7942_0541,SYNPCC7942_RS02750,SYNPCC7942_0541,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K1S0,524832,525062,+
SYNPCC7942_RS02755,,SYNPCC7942_RS02755,SYNPCC7942_RS02755,SYNPCC7942_RS02755,hypothetical protein,No COG annotation,UPI000046009A,525076,525261,-
SYNPCC7942_RS02760,Synpcc7942_0542,lipA,lipA2,lipoic acid synthetase,lipoyl synthase,Coenzyme transport and metabolism,Q31QU5,525360,526253,+
SYNPCC7942_RS02765,Synpcc7942_0543,SYNPCC7942_RS02765,SYNPCC7942_0543,conserved hypothetical protein,NAD(P)H-dependent oxidoreductase,Function unknown,Q31QU4,526250,526813,-
SYNPCC7942_RS02770,Synpcc7942_0544,SYNPCC7942_RS02770,SYNPCC7942_0544,conserved hypothetical protein,YciI family protein,Function unknown,UPI0000460098,526892,527161,+
SYNPCC7942_RS02775,Synpcc7942_0545,SYNPCC7942_RS02775,SYNPCC7942_0545,hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K1N5,527143,527835,+
SYNPCC7942_RS02780,Synpcc7942_0546,SYNPCC7942_RS02780,SYNPCC7942_0546,Na+/H+ antiporter,cation:proton antiporter,Inorganic ion transport and metabolism,A0A0H3K1R5,527876,530023,+
SYNPCC7942_RS02785,Synpcc7942_0547,SYNPCC7942_RS02785,SYNPCC7942_0547,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K7Y0,530057,530566,-
SYNPCC7942_RS02790,Synpcc7942_0548,SYNPCC7942_RS02790,SYNPCC7942_0548,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K2F7,530623,531783,-
SYNPCC7942_RS02795,Synpcc7942_0549,SYNPCC7942_RS02795,SYNPCC7942_0549,conserved hypothetical protein,DUF475 domain-containing protein,Inorganic ion transport and metabolism,Q31QT8,531884,532645,+
SYNPCC7942_RS02800,Synpcc7942_0550,SYNPCC7942_RS02800,SYNPCC7942_0550,hypothetical protein,hypothetical protein,No COG annotation,Q31QT7,532654,533037,+
SYNPCC7942_RS02805,Synpcc7942_0551,SYNPCC7942_RS02805,SYNPCC7942_0551,conserved hypothetical protein,hypothetical protein,No COG annotation,Q31QT6,533570,533941,+
SYNPCC7942_RS02810,Synpcc7942_0552,SYNPCC7942_RS02810,nfrC,UDP-N-acetylglucosamine 2-epimerase,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Carbohydrate transport and metabolism,A0A0H3K7X3,534067,535185,+
SYNPCC7942_RS02815,Synpcc7942_0553,SYNPCC7942_RS02815,hlyD1,Secretion protein HlyD,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,Q31QT4,535182,536534,-
SYNPCC7942_RS02820,Synpcc7942_0554,ychF,SYNPCC7942_0554,conserved hypothetical protein,redox-regulated ATPase YchF,"Translation, ribosomal structure and biogenesis",A0A0H3K4V2,536594,537685,+
SYNPCC7942_RS02825,Synpcc7942_0555,SYNPCC7942_RS02825,SYNPCC7942_0555,zinc metalloprotease,M48 family metallopeptidase,Amino acid transport and metabolism,A0A0H3K1M6,537790,538509,+
SYNPCC7942_RS02830,Synpcc7942_0556,SYNPCC7942_RS02830,srrB,SrrB response regulator,response regulator transcription factor,Transcription,A0A0H3K1Q4,538506,539219,-
SYNPCC7942_RS02835,Synpcc7942_0557,SYNPCC7942_RS02835,SYNPCC7942_0557,hypothetical protein,hypothetical protein,No COG annotation,Q31QT0,539414,539605,+
SYNPCC7942_RS02840,Synpcc7942_0558,SYNPCC7942_RS02840,SYNPCC7942_0558,conserved hypothetical protein,CPP1-like family protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3K7W6,539683,540297,+
SYNPCC7942_RS02845,Synpcc7942_0559,SYNPCC7942_RS02845,hslO,33 kDa chaperonin,Hsp33 family molecular chaperone HslO,"Post-translational modification, protein turnover,and chaperones",Q31QS8,540349,541242,-
SYNPCC7942_RS02850,Synpcc7942_0560,SYNPCC7942_RS02850,SYNPCC7942_0560,ATPase,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Q31QS7,541275,541979,-
SYNPCC7942_RS02855,Synpcc7942_0561,SYNPCC7942_RS02855,SYNPCC7942_0561,hypothetical protein,tetratricopeptide repeat protein,Function unknown,Q31QS6,542054,543049,+
SYNPCC7942_RS02860,Synpcc7942_0562,SYNPCC7942_RS02860,SYNPCC7942_0562,conserved hypothetical protein,DUF3531 family protein,Function unknown,A0A0H3K1L8,543141,543596,+
SYNPCC7942_RS02865,Synpcc7942_0563,uvrB,uvrB,"UvrABC system protein, B subunit",excinuclease ABC subunit UvrB,"Replication, recombination and repair",Q31QS4,543654,545654,-
SYNPCC7942_RS02870,Synpcc7942_0564,SYNPCC7942_RS02870,SYNPCC7942_0564,ATPase,DevA family ABC transporter ATP-binding protein,Defense mechanisms,A0A0H3K1P6,545774,546487,+
SYNPCC7942_RS02875,Synpcc7942_0565,SYNPCC7942_RS02875,SYNPCC7942_0565,FHA domain containing protein,FHA domain-containing protein,Signal transduction mechanisms,A0A0H3K7W0,546588,547250,+
SYNPCC7942_RS02880,Synpcc7942_0566,SYNPCC7942_RS02880,SYNPCC7942_0566,HAD-superfamily hydrolase subfamily IIB,HAD family phosphatase,Function unknown,UPI00005E2810,547262,548017,+
SYNPCC7942_RS02885,Synpcc7942_0567,SYNPCC7942_RS02885,SYNPCC7942_0567,conserved hypothetical protein,FAD-binding oxidoreductase,Energy production and conversion,Q31QS0,548019,549368,-
SYNPCC7942_RS02890,Synpcc7942_0568,SYNPCC7942_RS02890,codA,cytosine deaminase,cytosine deaminase,Nucleotide transport and metabolism,Q31QR9,549371,550687,-
SYNPCC7942_RS02895,Synpcc7942_0569,SYNPCC7942_RS02895,rpoD4,group2 RNA polymerase sigma factor,RpoD/SigA family RNA polymerase sigma factor,Transcription,A0A0H3K1P1,550718,551653,-
SYNPCC7942_RS02900,Synpcc7942_0570,SYNPCC7942_RS02900,dnaE-C,DNA polymerase III alpha subunit C-terminal part/intein,trans-splicing intein-formed DNA polymerase III subunit alpha C-terminal partner DnaE-C,"Replication, recombination and repair",A0A0H3K7V6,551878,553221,-
SYNPCC7942_RS02905,Synpcc7942_0571,SYNPCC7942_RS02905,SYNPCC7942_0571,sugar (Glycoside-Pentoside-Hexuronide) transporter,MFS transporter,Inorganic ion transport and metabolism,A0A0H3K2D2,553324,554697,-
SYNPCC7942_RS02910,Synpcc7942_0572,SYNPCC7942_RS02910,SYNPCC7942_0572,conserved hypothetical protein,VOC family protein,Amino acid transport and metabolism,Q31QR5,554694,555134,-
SYNPCC7942_RS02920,Synpcc7942_0573,SYNPCC7942_RS02920,SYNPCC7942_0573,hypothetical protein,hypothetical protein,No COG annotation,Q31QR4,555297,555533,-
SYNPCC7942_RS02925,Synpcc7942_0574,SYNPCC7942_RS02925,SYNPCC7942_0574,conserved hypothetical protein,DUF3598 family protein,Function unknown,A0A0H3K1K3,555612,556442,+
SYNPCC7942_RS02930,Synpcc7942_0575,SYNPCC7942_RS02930,SYNPCC7942_0575,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K1N6,556414,556977,-
SYNPCC7942_RS02935,Synpcc7942_0576,SYNPCC7942_RS02935,thiG,thiamine biosynthesis protein ThiG,thiazole synthase,Coenzyme transport and metabolism,UPI0000551C44,557230,558060,+
SYNPCC7942_RS13930,Synpcc7942_0577,SYNPCC7942_RS13930,SYNPCC7942_RS13930,SYNPCC7942_RS13930,ssl1498 family light-harvesting-like protein,No COG annotation,UPI00003A05A1,558144,558314,+
SYNPCC7942_RS02940,Synpcc7942_0578,SYNPCC7942_RS02940,sqdB,UDP-sulfoquinovose synthase,NAD-dependent epimerase/dehydratase family protein,Carbohydrate transport and metabolism,A0A0H3K2C3,558408,559616,+
SYNPCC7942_RS02945,Synpcc7942_0579,SYNPCC7942_RS02945,sqdX,sulfoquinovosyldiacylglycerol synthase,glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A0H3K4S8,559632,560765,+
SYNPCC7942_RS02950,Synpcc7942_0580,mrdA,mrcA1,Peptidoglycan glycosyltransferase,penicillin-binding protein 2,Cell wall/membrane/envelope biogenesis,Q31QQ7,560720,562537,-
SYNPCC7942_RS02955,Synpcc7942_0581,SYNPCC7942_RS02955,SYNPCC7942_0581,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K1N2,562634,562981,-
SYNPCC7942_RS02960,Synpcc7942_0582,SYNPCC7942_RS02960,SYNPCC7942_0582,conserved hypothetical protein,alpha/beta fold hydrolase,Function unknown,A0A0H3K7U3,563020,564024,-
SYNPCC7942_RS02965,Synpcc7942_0583,bchI,chlI,Magnesium chelatase subunit I,magnesium chelatase ATPase subunit I,Coenzyme transport and metabolism,A0A0H3K2B6,564123,565217,+
SYNPCC7942_RS02970,Synpcc7942_0584,rpiA,rpiA,ribose 5-phosphate isomerase,ribose-5-phosphate isomerase RpiA,Carbohydrate transport and metabolism,Q31QQ3,565354,566079,-
SYNPCC7942_RS02975,Synpcc7942_0585,SYNPCC7942_RS02975,SYNPCC7942_0585,PDZ/DHR/GLGF,trypsin-like peptidase domain-containing protein,"Post-translational modification, protein turnover,and chaperones",Q31QQ2,566168,567388,-
SYNPCC7942_RS02980,Synpcc7942_0586,SYNPCC7942_RS02980,SYNPCC7942_0586,conserved hypothetical protein,metallophosphoesterase,Function unknown,UPI00003A0598,567539,568306,-
SYNPCC7942_RS03010,Synpcc7942_0587,SYNPCC7942_RS03010,valS,valyl-tRNA synthetase,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Q31QQ0,573854,576583,+
SYNPCC7942_RS03015,Synpcc7942_0588,purT,purN2,phosphoribosylglycinamide formyltransferase 2,formate-dependent phosphoribosylglycinamide formyltransferase,Nucleotide transport and metabolism,Q31QP9,576665,577840,-
SYNPCC7942_RS13680,,SYNPCC7942_RS13680,SYNPCC7942_RS13680,SYNPCC7942_RS13680,photosystem II reaction center protein Ycf12,No COG annotation,UPI0002EF89E3,577941,578060,-
SYNPCC7942_RS03020,,SYNPCC7942_RS03020,SYNPCC7942_RS03020,SYNPCC7942_RS03020,YkgJ family cysteine cluster protein,Function unknown,A0A0H3K4S2,578208,578573,+
SYNPCC7942_RS03025,Synpcc7942_0590,SYNPCC7942_RS03025,SYNPCC7942_0590,membrane protein-like,TMEM165/GDT1 family protein,Function unknown,A0A0H3K1I7,578620,578967,+
SYNPCC7942_RS03030,Synpcc7942_0591,SYNPCC7942_RS03030,SYNPCC7942_0591,membrane protein-like,TMEM165/GDT1 family protein,Function unknown,A0A0H3K1M7,578972,579298,+
SYNPCC7942_RS03035,Synpcc7942_0592,SYNPCC7942_RS03035,pfkA,6-phosphofructokinase,6-phosphofructokinase,Coenzyme transport and metabolism,Q31QP5,579312,580394,-
SYNPCC7942_RS13615,Synpcc7942_0593,SYNPCC7942_RS13615,SYNPCC7942_0593,hypothetical protein,DUF3887 domain-containing protein,Function unknown,Q31QP4,580422,581174,-
SYNPCC7942_RS03045,Synpcc7942_0594,SYNPCC7942_RS03045,SYNPCC7942_0594,conserved hypothetical protein,CocE/NonD family hydrolase,Function unknown,A0A0H3K4R7,581205,582881,-
SYNPCC7942_RS03050,Synpcc7942_0595,SYNPCC7942_RS03050,SYNPCC7942_0595,hypothetical protein,DUF2808 domain-containing protein,"Post-translational modification, protein turnover,and chaperones",Q31QP2,582850,583398,-
SYNPCC7942_RS03055,Synpcc7942_0596,SYNPCC7942_RS03055,SYNPCC7942_0596,delta(24)-sterol C-methyltransferase,methyltransferase domain-containing protein,Coenzyme transport and metabolism,A0A0H3K1M0,583496,584428,+
SYNPCC7942_RS03060,Synpcc7942_0597,menB,SYNPCC7942_0597,naphthoate synthase,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,Coenzyme transport and metabolism,Q31QP0,584425,585264,-
SYNPCC7942_RS03065,Synpcc7942_0598,SYNPCC7942_RS03065,SYNPCC7942_0598,Peptidoglycan-binding LysM,peptidoglycan DD-metalloendopeptidase family protein,Cell wall/membrane/envelope biogenesis,A0A0H3K2A2,585701,587473,+
SYNPCC7942_RS03075,Synpcc7942_0599,SYNPCC7942_RS03075,SYNPCC7942_0599,"putative transcriptional regulator, TetR family",TetR/AcrR family transcriptional regulator,Transcription,A0A0H3K4R1,587802,588404,-
SYNPCC7942_RS03080,Synpcc7942_0600,SYNPCC7942_RS03080,spkA,serine/threonine protein kinase,serine/threonine protein kinase,Transcription,A0A0H3K1H3,588528,590060,-
SYNPCC7942_RS03090,Synpcc7942_0602,SYNPCC7942_RS03090,SYNPCC7942_0602,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K1L5,590846,591454,-
SYNPCC7942_RS03095,Synpcc7942_0603,SYNPCC7942_RS03095,glgC,Glucose-1-phosphate adenylyltransferase,glucose-1-phosphate adenylyltransferase,Coenzyme transport and metabolism,Q31QN4,591459,592751,-
SYNPCC7942_RS03100,Synpcc7942_0604,SYNPCC7942_RS03100,cbbE,ribulose-phosphate 3-epimerase,ribulose-phosphate 3-epimerase,Carbohydrate transport and metabolism,UPI0000460076,592950,593633,+
SYNPCC7942_RS03105,Synpcc7942_0605,SYNPCC7942_RS03105,SYNPCC7942_0605,conserved hypothetical protein,hypothetical protein,Function unknown,Q31QN2,593711,594694,-
SYNPCC7942_RS03110,Synpcc7942_0606,SYNPCC7942_RS03110,aat,leucyl/phenylalanyl-tRNA--protein transferase,leucyl/phenylalanyl-tRNA--protein transferase,"Post-translational modification, protein turnover,and chaperones",Q31QN1,594687,595367,-
SYNPCC7942_RS03115,Synpcc7942_0607,SYNPCC7942_RS03115,SYNPCC7942_0607,conserved hypothetical protein,hypothetical protein,No COG annotation,UPI000049BCFA,595381,595707,+
SYNPCC7942_RS03120,Synpcc7942_0608,SYNPCC7942_RS03120,SYNPCC7942_0608,conserved hypothetical protein,acireductone dioxygenase,Nucleotide transport and metabolism,UPI00003A0583,595756,596298,+
SYNPCC7942_RS03125,,SYNPCC7942_RS03125,ndhD4,proton-translocating NADH-quinone oxidoreductase subunit NdhD4,NADH-quinone oxidoreductase subunit M,Energy production and conversion,,596382,597872,+
SYNPCC7942_RS03130,Synpcc7942_0610,SYNPCC7942_RS03130,SYNPCC7942_0610,conserved hypothetical protein,mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis,Q8VPU8,597977,599776,+
SYNPCC7942_RS03135,Synpcc7942_0611,SYNPCC7942_RS03135,SYNPCC7942_0611,MutS2 family protein,endonuclease MutS2,"Replication, recombination and repair",Q31QM6,599815,602205,+
SYNPCC7942_RS03140,Synpcc7942_0612,SYNPCC7942_RS03140,gltA,2-methylcitrate synthase/citrate synthase II,citrate synthase,Energy production and conversion,Q31QM5,602209,603369,-
SYNPCC7942_RS03145,Synpcc7942_0613,sixA,sixA,"phosphohistidine phosphatase, SixA",phosphohistidine phosphatase SixA,Signal transduction mechanisms,A0A0H3K1G1,603504,603992,-
SYNPCC7942_RS03150,Synpcc7942_0614,SYNPCC7942_RS03150,SYNPCC7942_0614,conserved hypothetical protein,DUF3352 domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0H3K1K4,603996,605675,-
SYNPCC7942_RS03155,Synpcc7942_0615,SYNPCC7942_RS03155,SYNPCC7942_0615,Rhodanese-like,hypothetical protein,Inorganic ion transport and metabolism,A0A0H3K7Q3,605836,606180,+
SYNPCC7942_RS03160,Synpcc7942_0616,hrcA,hrcA,heat-inducible transcription repressor HrcA,heat-inducible transcriptional repressor HrcA,Transcription,Q31QM1,606238,607299,+
SYNPCC7942_RS03165,Synpcc7942_0617,SYNPCC7942_RS03165,SYNPCC7942_0617,conserved hypothetical protein,hypothetical protein,No COG annotation,Q31QM0,607311,607688,-
SYNPCC7942_RS03170,Synpcc7942_0618,SYNPCC7942_RS03170,ahcY,adenosylhomocysteinase,adenosylhomocysteinase,Coenzyme transport and metabolism,Q31QL9,607820,609100,+
SYNPCC7942_RS03175,Synpcc7942_0619,SYNPCC7942_RS03175,SYNPCC7942_0619,conserved hypothetical protein,DedA family protein,Function unknown,A0A0H3K1F4,609153,609788,+
SYNPCC7942_RS03180,Synpcc7942_0620,SYNPCC7942_RS03180,SYNPCC7942_0620,conserved hypothetical protein,SIMPL domain-containing protein,Function unknown,A0A0H3K1K0,609866,610570,+
SYNPCC7942_RS03185,Synpcc7942_0621,SYNPCC7942_RS03185,SYNPCC7942_0621,conserved hypothetical protein,hypothetical protein,Carbohydrate transport and metabolism,A0A0H3K7P5,610715,611893,+
SYNPCC7942_RS03190,Synpcc7942_0622,SYNPCC7942_RS03190,SYNPCC7942_0622,ATPase,ABC transporter ATP-binding protein/permease,Function unknown,Q31QL5,611915,613912,+
SYNPCC7942_RS03195,Synpcc7942_0623,trxB,trxB,thioredoxin reductase,thioredoxin-disulfide reductase,Energy production and conversion,Q31QL4,613972,615351,+
SYNPCC7942_RS03200,Synpcc7942_0624,SYNPCC7942_RS03200,ldpA,light dependent period,4Fe-4S ferredoxin,Energy production and conversion,Q8GLI4,615361,616419,+
SYNPCC7942_RS03205,Synpcc7942_0625,SYNPCC7942_RS03205,SYNPCC7942_0625,Single-stranded nucleic acid binding protein R3H,AAA family ATPase,Function unknown,Q31QL2,616419,618185,+
