locus_tag,gene_name,start,end,strand,gene_product,uniprot,COG,KEGG_ko
SYNPCC7942_RS13970,SYNPCC7942_RS13970,915588,916130,+,hypothetical protein,UPI00005E2841,X,
SYNPCC7942_RS13975,SYNPCC7942_RS13975,916283,916747,+,hypothetical protein,UPI0005856CD0,X,
SYNPCC7942_RS13980,SYNPCC7942_RS13980,916954,917166,+,hypothetical protein,UPI000039FFB4,X,
SYNPCC7942_RS04670,SYNPCC7942_RS04670,917280,917987,+,hypothetical protein,Q31PT1,X,
SYNPCC7942_RS04675,SYNPCC7942_RS04675,918135,918491,+,iron-sulfur cluster assembly accessory protein,A0A0H3K0L9,S,K13628
SYNPCC7942_RS04680,SYNPCC7942_RS04680,918560,918988,+,tetratricopeptide repeat protein,A0A0H3K0R2,S,
SYNPCC7942_RS04685,SYNPCC7942_RS04685,918998,919249,+,hypothetical protein,A0A0H3K6R5,X,
SYNPCC7942_RS04690,SYNPCC7942_RS04690,919325,921283,+,DNA polymerase III subunit gamma/tau,A0A0H3K1C3,H,K02343
SYNPCC7942_RS04695,SYNPCC7942_RS04695,921286,921780,-,GNAT family N-acetyltransferase,A0A0H3K3W9,K,K03828
SYNPCC7942_RS04700,SYNPCC7942_RS04700,921780,922391,-,tRNA-(ms[2]io[6]A)-hydroxylase,A0A0H3K0L3,F,K06169
SYNPCC7942_RS04705,aroQ,922388,922837,-,type II 3-dehydroquinate dehydratase,A0A0H3K0Q8,E,K03786
SYNPCC7942_RS13870,SYNPCC7942_RS13870,922848,922976,-,hypothetical protein,UPI000049B963,X,
SYNPCC7942_RS04720,SYNPCC7942_RS04720,923527,923793,-,hypothetical protein,A0A0H3K1B6,P,
SYNPCC7942_RS04725,SYNPCC7942_RS04725,924079,926028,+,AMP-binding protein,Q31PS1,I,K01897
SYNPCC7942_RS04730,SYNPCC7942_RS04730,926077,926523,+,hypothetical protein,Q31PS0,S,
SYNPCC7942_RS04735,psaK,926720,926974,-,photosystem I reaction center subunit PsaK,A0A0H3K0Q1,S,K02698
SYNPCC7942_RS04740,SYNPCC7942_RS04740,927092,927394,-,DUF3593 domain-containing protein,A0A0H3K6R1,S,
SYNPCC7942_RS04745,SYNPCC7942_RS04745,927391,928293,-,tRNA glutamyl-Q(34) synthetase GluQRS,Q31PR7,J,"K01885,ko:K01894"
SYNPCC7942_RS04750,SYNPCC7942_RS04750,928293,929168,-,S-methyl-5'-thioadenosine phosphorylase,A0A0H3K1B1,F,K00772
SYNPCC7942_RS04755,SYNPCC7942_RS04755,929220,931106,-,HAMP domain-containing protein,UPI0012DE8D81,T,K07769
SYNPCC7942_RS04760,purD,931278,932579,-,phosphoribosylamine--glycine ligase,A0A0H3K0K0,F,K01945
SYNPCC7942_RS04765,SYNPCC7942_RS04765,932734,933993,+,tetratricopeptide repeat protein,A0A0H3K0P6,S,
SYNPCC7942_RS04770,SYNPCC7942_RS04770,934021,934746,+,phosphoribosylaminoimidazolesuccinocarboxamide synthase,Q31PR2,F,K01923
SYNPCC7942_RS04775,SYNPCC7942_RS04775,935212,937029,+,BamA/TamA family outer membrane protein,UPI000584AD62,M,K07277
SYNPCC7942_RS04780,SYNPCC7942_RS04780,937039,937893,+,UDP-3-O-acyl-N-acetylglucosamine deacetylase,A0A0H3K3V1,M,K02535
SYNPCC7942_RS04785,fabZ,937912,938379,+,3-hydroxyacyl-ACP dehydratase FabZ,Q31PQ9,I,K02372
SYNPCC7942_RS04790,lpxA,938386,939192,+,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,Q31PQ8,M,K00677
SYNPCC7942_RS04795,lpxB,939193,940392,+,lipid-A-disaccharide synthase,A0A0H3K0P0,M,K00748
SYNPCC7942_RS04800,narM,940410,940895,-,nitrate reductase maturation protein NarM,A0A0H3K6Q2,S,
SYNPCC7942_RS04805,SYNPCC7942_RS04805,940995,942056,+,anthranilate phosphoribosyltransferase family protein,Q31PQ5,E,K00766
SYNPCC7942_RS04810,SYNPCC7942_RS04810,942068,942838,-,sulfite exporter TauE/SafE family protein,Q31PQ4,S,K07090
SYNPCC7942_RS04815,SYNPCC7942_RS04815,942843,943388,-,rhodanese-like domain-containing protein,Q31PQ3,P,
SYNPCC7942_RS04820,SYNPCC7942_RS04820,943435,944127,-,MBL fold metallo-hydrolase,A0A0H3K0N6,P,
SYNPCC7942_RS04825,SYNPCC7942_RS04825,944214,944540,+,helix-turn-helix transcriptional regulator,UPI0005863235,K,
SYNPCC7942_RS04830,cysC,944618,945244,+,adenylyl-sulfate kinase,A0A0H3K192,F,K00860
SYNPCC7942_RS04835,SYNPCC7942_RS04835,945289,945639,-,helix-turn-helix domain-containing protein,A0A0H3K3U0,X,
SYNPCC7942_RS04840,SYNPCC7942_RS04840,946064,947773,-,ABC-F family ATP-binding cassette domain-containing protein,A0A0H3K0I7,S,K06158
SYNPCC7942_RS04845,hflB,947957,949849,-,ATP-dependent zinc metalloprotease FtsH,A0A0H3K0N1,O,K03798
SYNPCC7942_RS04850,SYNPCC7942_RS04850,950237,951505,+,aspartate aminotransferase family protein,Q31PP6,E,K00821
SYNPCC7942_RS04855,SYNPCC7942_RS04855,951502,952740,+,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,A0A0H3K185,H,K11754
SYNPCC7942_RS04860,SYNPCC7942_RS04860,952793,953806,-,radical SAM/Cys-rich domain protein,A0A0H3K3T6,S,
SYNPCC7942_RS04865,SYNPCC7942_RS04865,954141,955628,+,NAD(P)/FAD-dependent oxidoreductase,P72346,E,K21639
SYNPCC7942_RS04870,SYNPCC7942_RS04870,955647,956714,-,ABC transporter ATP-binding protein,A0A0H3K0M6,P,"K10111,ko:K10112"
SYNPCC7942_RS04875,SYNPCC7942_RS04875,956719,957546,-,carbohydrate ABC transporter permease,Q31PP1,P,K02026
SYNPCC7942_RS04880,SYNPCC7942_RS04880,957546,958424,-,sugar ABC transporter permease,A0A0H3K179,P,K02025
SYNPCC7942_RS04885,SYNPCC7942_RS04885,958421,959737,-,ABC transporter substrate-binding protein,A0A0H3K3T1,G,K02027
SYNPCC7942_RS04890,SYNPCC7942_RS04890,959819,960685,+,carboxylating nicotinate-nucleotide diphosphorylase,UPI000039FFDC,H,K00767
SYNPCC7942_RS04895,SYNPCC7942_RS04895,960829,961620,-,PD-(D/E)XK nuclease family protein,Q31PN7,L,K07465
SYNPCC7942_RS04900,SYNPCC7942_RS04900,961744,962208,-,EVE domain-containing protein,A0A0H3K6M8,S,
SYNPCC7942_RS04905,SYNPCC7942_RS04905,962266,963300,-,folate-binding protein YgfZ,A0A0H3K173,S,K06980
SYNPCC7942_RS04910,SYNPCC7942_RS04910,963272,963790,-,hypothetical protein,A0A0H3K3S4,X,
SYNPCC7942_RS04915,SYNPCC7942_RS04915,963926,965068,+,GTP-binding protein,A0A0H3K0G7,S,
SYNPCC7942_RS04920,cobO,965072,965719,+,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,A0A0H3K0L6,H,K19221
SYNPCC7942_RS04925,SYNPCC7942_RS04925,965726,966355,-,phosphoribosylglycinamide formyltransferase,A0A0H3K6M0,F,K11175
SYNPCC7942_RS04930,obgE,966530,967561,-,GTPase ObgE,Q31PN0,S,K03979
SYNPCC7942_RS04935,SYNPCC7942_RS04935,967661,968848,+,ABC transporter ATP-binding protein,UPI0002FBED8F,P,K10112
SYNPCC7942_RS04940,SYNPCC7942_RS04940,968937,969950,+,LCP family protein,Q31PM8,K,
SYNPCC7942_RS04945,SYNPCC7942_RS04945,969968,971323,-,16S rRNA (cytosine(967)-C(5))-methyltransferase,Q31PM7,J,K03500
SYNPCC7942_RS04950,SYNPCC7942_RS04950,971259,971639,-,methyltransferase,A0A0H3K0L1,L,K07443
SYNPCC7942_RS04955,SYNPCC7942_RS04955,971856,972374,+,hypothetical protein,A0A0H3K6L4,X,
SYNPCC7942_RS04960,SYNPCC7942_RS04960,972388,973350,+,3'(2')%2C5'-bisphosphate nucleotidase,A0A0H3K161,P,K01082
SYNPCC7942_RS04965,SYNPCC7942_RS04965,973359,973946,-,hypothetical protein,Q31PM3,X,
SYNPCC7942_RS04970,hemC,974099,975061,+,hydroxymethylbilane synthase,Q31PM2,H,K01749
SYNPCC7942_RS04975,SYNPCC7942_RS04975,975152,975358,+,hypothetical protein,UPI000039FFED,X,
SYNPCC7942_RS04980,SYNPCC7942_RS04980,975368,976195,-,dienelactone hydrolase family protein,A0A0H3K0K6,Q,K01061
SYNPCC7942_RS04985,crtD,976311,977882,+,C-3'%2C4' desaturase CrtD,A0A0H3K6K7,Q,
SYNPCC7942_RS04990,SYNPCC7942_RS04990,977903,979153,-,DUF4912 domain-containing protein,UPI000039FFF0,S,K09942
SYNPCC7942_RS04995,SYNPCC7942_RS04995,979369,979761,+,RidA family protein,A0A0H3K3Q8,J,K09022
SYNPCC7942_RS05000,SYNPCC7942_RS05000,979758,981137,-,nucleotide sugar dehydrogenase,,C,K00012
SYNPCC7942_RS05005,rsmH,981254,982144,-,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,Q31PL4,J,K03438
SYNPCC7942_RS05010,SYNPCC7942_RS05010,982168,984897,+,CBS domain-containing protein,Q31PL3,J,"K00970,ko:K00974"
SYNPCC7942_RS05015,SYNPCC7942_RS05015,985009,986010,-,phosphoribulokinase,A0A0H3K6J7,G,K00855
SYNPCC7942_RS05020,SYNPCC7942_RS05020,986415,987626,+,ferredoxin--NADP(+) reductase,A0A0H3K149,C,K02641
SYNPCC7942_RS05025,SYNPCC7942_RS05025,987815,988033,+,hypothetical protein,UPI000039FFF8,X,
SYNPCC7942_RS05030,SYNPCC7942_RS05030,988074,988577,-,DNA damage-inducible protein DinB,A0A0H3K3Q2,S,
SYNPCC7942_RS05035,SYNPCC7942_RS05035,988653,989372,-,LysE family translocator,UPI000049B248,E,
SYNPCC7942_RS05040,SYNPCC7942_RS05040,989800,991494,-,DUF87 domain-containing protein,A0A0H3K0J7,S,K06915
SYNPCC7942_RS05045,SYNPCC7942_RS05045,991553,992167,+,hypothetical protein,A0A0H3K6I7,I,
SYNPCC7942_RS05050,deoC,992187,992873,+,deoxyribose-phosphate aldolase,Q31PK6,F,K01619
SYNPCC7942_RS05055,recO,992870,993670,+,DNA repair protein RecO,Q31PK5,L,K03584
SYNPCC7942_RS05060,SYNPCC7942_RS05060,993654,995036,+,MFS transporter,A0A0H3K143,E,
SYNPCC7942_RS05065,SYNPCC7942_RS05065,995080,996231,+,glycosyltransferase family 4 protein,A0A0H3K3P6,M,
SYNPCC7942_RS05070,SYNPCC7942_RS05070,996280,996723,-,transcriptional repressor,A0A0H3K0E3,P,K03711
SYNPCC7942_RS05075,SYNPCC7942_RS05075,996948,997274,-,DUF2488 family protein,A0A0H3K0J4,S,
SYNPCC7942_RS05080,SYNPCC7942_RS05080,997379,997822,-,hypothetical protein,Q31PK0,X,
SYNPCC7942_RS13875,cobU,997912,998454,-,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,A0A0H3K136,H,K02231
SYNPCC7942_RS05090,pxcA,998464,999729,-,proton extrusion protein PcxA,Q31PJ8,C,
SYNPCC7942_RS05095,SYNPCC7942_RS05095,999802,1001799,+,hypothetical protein,Q31PJ7,L,
SYNPCC7942_RS05100,SYNPCC7942_RS05100,1001766,1003154,-,DUF697 domain-containing protein,A0A0H3K0D8,S,K06883
SYNPCC7942_RS05105,SYNPCC7942_RS05105,1003177,1003746,-,hypothetical protein,Q31PJ5,X,
SYNPCC7942_RS05110,SYNPCC7942_RS05110,1003809,1004204,+,DUF565 domain-containing protein,UPI00005E2849,S,
SYNPCC7942_RS05115,SYNPCC7942_RS05115,1004254,1005240,+,hypothetical protein,A0A0H3K131,S,K15918
SYNPCC7942_RS05120,SYNPCC7942_RS05120,1005256,1005432,-,50S ribosomal protein L32,Q31PJ2,J,K02911
SYNPCC7942_RS05125,hflB,1005621,1007519,+,ATP-dependent zinc metalloprotease FtsH,Q31PJ1,O,K03798
SYNPCC7942_RS13725,SYNPCC7942_RS13725,1007581,1007829,-,hypothetical protein,UPI000315AED5,X,
SYNPCC7942_RS05130,SYNPCC7942_RS05130,1008139,1011405,-,endonuclease,UPI0002F72209,G,K07004
SYNPCC7942_RS05135,SYNPCC7942_RS05135,1011886,1013679,-,aspartate kinase,UPI00003A000E,E,K00928
SYNPCC7942_RS05140,SYNPCC7942_RS05140,1013888,1014316,+,photosystem I reaction center subunit II,Q31PI7,S,K02692
SYNPCC7942_RS05145,SYNPCC7942_RS05145,1014434,1015987,+,anthranilate synthase component I family protein,Q31PI6,E,K01657
SYNPCC7942_RS05150,SYNPCC7942_RS05150,1015963,1016316,-,cupin domain-containing protein,Q31PI5,S,K11312
SYNPCC7942_RS05155,SYNPCC7942_RS05155,1016315,1016944,+,HAD family phosphatase,A0A0H3K3M8,S,
SYNPCC7942_RS05160,SYNPCC7942_RS05160,1017044,1018123,+,tetratricopeptide repeat protein,A0A0H3K0C8,S,
SYNPCC7942_RS05170,fumC,1018904,1020295,-,class II fumarate hydratase,A0A0H3K0I1,C,K01679
SYNPCC7942_RS05175,purU,1020332,1021186,-,formyltetrahydrofolate deformylase,Q31PI1,F,K01433
SYNPCC7942_RS05180,SYNPCC7942_RS05180,1021351,1021950,-,helix-turn-helix domain-containing protein,Q31PI0,S,
SYNPCC7942_RS05185,SYNPCC7942_RS05185,1021969,1022700,-,rRNA pseudouridine synthase,A0A0H3K3M3,J,"K06178,ko:K06183"
SYNPCC7942_RS05190,SYNPCC7942_RS05190,1022715,1023956,-,PAS domain-containing protein,P39664,T,K07636
SYNPCC7942_RS05195,SYNPCC7942_RS05195,1023969,1024742,-,response regulator transcription factor,A0A0H3K0H7,K,K07657
SYNPCC7942_RS05205,SYNPCC7942_RS05205,1025389,1025625,-,hypothetical protein,Q31PH6,X,
SYNPCC7942_RS05210,SYNPCC7942_RS05210,1025629,1028415,-,hybrid sensor histidine kinase/response regulator,Q31PH5,T,"K02487,ko:K06596"
SYNPCC7942_RS05215,SYNPCC7942_RS05215,1028418,1030937,-,HAMP domain-containing protein,A0A0H3K114,N,K02660
SYNPCC7942_RS05220,SYNPCC7942_RS05220,1030953,1031435,-,chemotaxis protein CheW,A0A0H3K3M2,N,K02659
SYNPCC7942_RS05230,SYNPCC7942_RS05230,1031697,1032458,-,YebC/PmpR family DNA-binding transcriptional regulator,Q31PH2,K,
SYNPCC7942_RS05235,SYNPCC7942_RS05235,1032577,1033212,+,hypothetical protein,A0A0H3K0B7,K,
SYNPCC7942_RS05240,malQ,1033300,1034799,+,4-alpha-glucanotransferase,A0A0H3K0H2,G,K00705
SYNPCC7942_RS05245,SYNPCC7942_RS05245,1034796,1035746,+,o-succinylbenzoate synthase,A0A0H3K6E2,H,K02549
SYNPCC7942_RS05250,SYNPCC7942_RS05250,1035731,1037074,+,2-succinylbenzoate--CoA ligase,A0A0H3K108,I,K01911
SYNPCC7942_RS05255,SYNPCC7942_RS05255,1037049,1037837,-,DUF1350 family protein,A0A0H3K3L9,S,
SYNPCC7942_RS13730,SYNPCC7942_RS13730,1037841,1038086,-,hypothetical protein,UPI000049B784,X,
SYNPCC7942_RS05260,SYNPCC7942_RS05260,1038106,1039098,-,DMT family transporter,A0A0H3K0G8,E,
SYNPCC7942_RS05265,SYNPCC7942_RS05265,1039168,1039638,+,tetratricopeptide repeat protein,Q31PG4,S,
SYNPCC7942_RS05270,SYNPCC7942_RS05270,1039971,1041725,-,fibronectin/fibrinogen-binding protein,A0A0H3K101,K,
SYNPCC7942_RS05275,SYNPCC7942_RS05275,1041800,1042114,+,DUF370 domain-containing protein,UPI000049B5D9,S,K09777
SYNPCC7942_RS05280,SYNPCC7942_RS05280,1042384,1043340,-,alpha/beta fold hydrolase,A0A0H3K3L6,I,
SYNPCC7942_RS05285,SYNPCC7942_RS05285,1043944,1044858,+,branched-chain amino acid transaminase,A0A0H3K0A4,E,K00826
SYNPCC7942_RS05290,SYNPCC7942_RS05290,1044888,1046009,+,histidinol-phosphate transaminase,Q31PF9,E,K00817
SYNPCC7942_RS05300,SYNPCC7942_RS05300,1046506,1047972,+,circularly permuted type 2 ATP-grasp protein,Q31PF7,S,
SYNPCC7942_RS05305,SYNPCC7942_RS05305,1047992,1048948,+,alpha-E domain-containing protein,A0A0H3K6C7,S,
SYNPCC7942_RS05310,SYNPCC7942_RS05310,1048952,1049815,+,transglutaminase family protein,Q31PF5,E,
SYNPCC7942_RS05315,SYNPCC7942_RS05315,1049766,1050560,-,proteasome-type protease,Q31PF4,O,K07395
SYNPCC7942_RS05320,SYNPCC7942_RS05320,1050754,1051257,+,hypothetical protein,Q31PF3,X,
SYNPCC7942_RS05325,speA,1051299,1053254,+,biosynthetic arginine decarboxylase,UPI000674DAB2,H,K01585
SYNPCC7942_RS05330,SYNPCC7942_RS05330,1053264,1053851,+,hypothetical protein,A0A0H3K6C2,S,K02717
SYNPCC7942_RS05335,SYNPCC7942_RS05335,1053877,1054353,-,nuclear transport factor 2 family protein,A0A0H3K0Y8,S,K09958
SYNPCC7942_RS05340,SYNPCC7942_RS05340,1054722,1055279,+,GIY-YIG nuclease family protein,A0A0H3K3L0,X,
SYNPCC7942_RS13985,SYNPCC7942_RS13985,1055397,1055543,+,hypothetical protein,UPI0002EBE356,X,
SYNPCC7942_RS05345,SYNPCC7942_RS05345,1055645,1055980,+,hypothetical protein,A0A0H3K093,X,
SYNPCC7942_RS05350,SYNPCC7942_RS05350,1055969,1056622,-,phosphatidate cytidylyltransferase,A0A0H3K0F4,I,K18678
SYNPCC7942_RS05355,thyX,1056740,1057462,-,FAD-dependent thymidylate synthase,A0A0H3K6B7,F,K03465
SYNPCC7942_RS05360,SYNPCC7942_RS05360,1057543,1059114,-,SpoIID/LytB domain-containing protein,Q31PE4,D,
SYNPCC7942_RS05365,SYNPCC7942_RS05365,1059261,1059689,+,hypothetical protein,Q31PE3,X,
SYNPCC7942_RS05370,SYNPCC7942_RS05370,1060318,1060839,+,phycocyanin subunit beta,P00312,C,K02285
SYNPCC7942_RS05375,cpcA,1060891,1061382,+,phycocyanin subunit alpha,P00308,C,K02284
SYNPCC7942_RS05380,SYNPCC7942_RS05380,1061488,1062309,+,photosystem I reaction center subunit XII,Q31PE0,H,K02286
SYNPCC7942_RS05385,SYNPCC7942_RS05385,1062357,1063226,+,photosystem I reaction center subunit XII,A0A0H3K0E9,H,K02286
SYNPCC7942_RS05390,SYNPCC7942_RS05390,1063318,1063563,+,photosystem I reaction center subunit XII,Q31PD8,P,K02287
SYNPCC7942_RS05395,SYNPCC7942_RS05395,1064073,1064594,+,phycocyanin subunit beta,P00312,C,K02285
SYNPCC7942_RS05400,cpcA,1064646,1065137,+,phycocyanin subunit alpha,P00308,C,K02284
SYNPCC7942_RS05405,SYNPCC7942_RS05405,1065228,1066049,+,HEAT repeat domain-containing protein,A0A0H3K0X7,C,K02288
SYNPCC7942_RS05410,SYNPCC7942_RS05410,1066056,1066679,+,phycobilisome maturation protein,Q44116,C,K02289
SYNPCC7942_RS05415,SYNPCC7942_RS05415,1066706,1067488,+,helix-turn-helix domain-containing protein,A0A0H3K083,S,
SYNPCC7942_RS05420,SYNPCC7942_RS05420,1067527,1068558,+,thiamine phosphate synthase,Q31PD2,H,K00788
SYNPCC7942_RS05425,thiS,1068576,1068788,+,thiamine biosynthesis protein ThiS,A0A0H3K6A6,H,
SYNPCC7942_RS05430,SYNPCC7942_RS05430,1068901,1069833,+,DUF1517 domain-containing protein,A0A0H3K0X2,S,
SYNPCC7942_RS05435,SYNPCC7942_RS05435,1070025,1072052,+,SAM-dependent DNA methyltransferase,A0A0H3K3J4,V,K03427
SYNPCC7942_RS05440,SYNPCC7942_RS05440,1072074,1072274,+,hypothetical protein,UPI0002E584C5,X,
SYNPCC7942_RS05445,SYNPCC7942_RS05445,1072278,1073213,+,DUF4351 domain-containing protein,A0A0H3K078,S,
SYNPCC7942_RS05450,SYNPCC7942_RS05450,1073253,1073480,+,DUF4351 domain-containing protein,Q31PC7,S,
SYNPCC7942_RS05455,SYNPCC7942_RS05455,1073494,1073742,+,DUF4351 domain-containing protein,A0A0H3K6A1,S,
SYNPCC7942_RS05460,SYNPCC7942_RS05460,1074007,1075368,+,restriction endonuclease subunit S,Q31PC5,L,K01154
SYNPCC7942_RS05465,SYNPCC7942_RS05465,1075365,1078484,+,type I restriction endonuclease subunit R,A0A0H3K3I8,V,K01153
SYNPCC7942_RS05475,SYNPCC7942_RS05475,1078734,1079282,+,hypothetical protein,A0A0H3K074,K,
SYNPCC7942_RS05480,SYNPCC7942_RS05480,1079478,1080773,+,2-oxo acid dehydrogenase subunit E2,Q31PC1,C,K00627
SYNPCC7942_RS05485,SYNPCC7942_RS05485,1080999,1081550,-,hypothetical protein,UPI000F7D5B86,X,
SYNPCC7942_RS05490,SYNPCC7942_RS05490,1081730,1082851,-,oxidoreductase,A0A0H3K0W1,S,K07079
SYNPCC7942_RS05495,SYNPCC7942_RS05495,1083147,1083647,-,bifunctional nuclease family protein,A0A0H3K3I2,S,K08999
SYNPCC7942_RS05500,SYNPCC7942_RS05500,1083771,1084322,-,P-loop NTPase family protein,Q31PB7,H,K00798
SYNPCC7942_RS05505,SYNPCC7942_RS05505,1084451,1085167,+,ribonuclease PH,Q31PB6,J,K00989
SYNPCC7942_RS05510,SYNPCC7942_RS05510,1085257,1085562,-,hypothetical protein,A0A0H3K0C6,X,
SYNPCC7942_RS05515,SYNPCC7942_RS05515,1085645,1086433,-,hypothetical protein,A0A0H3K688,X,
SYNPCC7942_RS05520,SYNPCC7942_RS05520,1086581,1086997,-,YbjN domain-containing protein,A0A0H3K0V4,S,
SYNPCC7942_RS05525,SYNPCC7942_RS05525,1087327,1087638,+,DUF3067 family protein,Q31PB2,S,
SYNPCC7942_RS05530,SYNPCC7942_RS05530,1087753,1088688,+,hypothetical protein,UPI000049B823,X,
SYNPCC7942_RS05535,recG,1088698,1091151,+,ATP-dependent DNA helicase RecG,A0A0H3K0C0,L,K03655
SYNPCC7942_RS05545,SYNPCC7942_RS05545,1091781,1093124,+,K+ transporter Trk,UPI00005E2855,P,K03498
SYNPCC7942_RS05550,SYNPCC7942_RS05550,1093131,1093832,+,TrkA family potassium uptake protein,A0A0H3K0U9,P,K03499
SYNPCC7942_RS05555,SYNPCC7942_RS05555,1094736,1097516,+,cation-translocating P-type ATPase,P37278,P,K01537
SYNPCC7942_RS05560,SYNPCC7942_RS05560,1097799,1099175,+,glycosyltransferase family 2 protein,A0A0H3K060,M,K19003
SYNPCC7942_RS05565,SYNPCC7942_RS05565,1099185,1099511,-,hypothetical protein,A0A0H3K0B5,X,
SYNPCC7942_RS05570,glgB,1099720,1102044,+,1%2C4-alpha-glucan branching protein GlgB,P16954,G,K00700
SYNPCC7942_RS05575,SYNPCC7942_RS05575,1102104,1103168,+,uroporphyrinogen decarboxylase,P16891,H,K01599
SYNPCC7942_RS05580,SYNPCC7942_RS05580,1103190,1104164,+,NAD(P)-dependent oxidoreductase,A0A0H3K676,G,
SYNPCC7942_RS05585,SYNPCC7942_RS05585,1104193,1104570,+,plastocyanin,P55020,C,K02638
SYNPCC7942_RS05590,clpB,1104737,1107361,+,ATP-dependent chaperone ClpB,P53533,O,K03695
SYNPCC7942_RS05595,SYNPCC7942_RS05595,1107477,1108274,-,TPM domain-containing protein,A0A0H3K3G3,S,
SYNPCC7942_RS05600,SYNPCC7942_RS05600,1108372,1109535,+,SAM-dependent methyltransferase,A0A0H3K055,S,
SYNPCC7942_RS05605,SYNPCC7942_RS05605,1110004,1110663,-,class I SAM-dependent methyltransferase,A0A0H3K0B1,S,
SYNPCC7942_RS05610,SYNPCC7942_RS05610,1110644,1111780,-,anhydro-N-acetylmuramic acid kinase,Q31P96,F,K09001
SYNPCC7942_RS05615,SYNPCC7942_RS05615,1111918,1112535,-,TenA family transcriptional regulator,A0A0H3K670,K,K03707
SYNPCC7942_RS05620,SYNPCC7942_RS05620,1112853,1113278,+,hypothetical protein,A0A0H3K0T8,N,
SYNPCC7942_RS05625,thiC,1113354,1114724,-,phosphomethylpyrimidine synthase,Q31P93,H,K03147
SYNPCC7942_RS05630,SYNPCC7942_RS05630,1115020,1116258,-,DUF445 family protein,Q31P91,S,
SYNPCC7942_RS05635,ubiE,1116261,1116962,-,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE,Q31P90,H,K03183
SYNPCC7942_RS05640,dnaA,1117103,1118551,-,chromosomal replication initiator protein DnaA,Q31P89,L,K02313
SYNPCC7942_RS05645,SYNPCC7942_RS05645,1118661,1119818,+,PDZ domain-containing protein,A0A0H3K0A7,O,
SYNPCC7942_RS05650,SYNPCC7942_RS05650,1119830,1120258,+,hypothetical protein,A0A0H3K664,S,
SYNPCC7942_RS05655,SYNPCC7942_RS05655,1120323,1121054,-,glucosamine-6-phosphate deaminase,Q31P86,G,K02564
SYNPCC7942_RS05660,rodA,1121152,1122417,-,rod shape-determining protein RodA,Q31P85,M,K05837
SYNPCC7942_RS05665,apbC,1122449,1123534,-,iron-sulfur cluster carrier protein ApbC,A0A0H3K041,D,K03593
SYNPCC7942_RS05670,SYNPCC7942_RS05670,1123678,1124148,-,CRR6 family NdhI maturation factor,A0A0H3K0A1,S,
SYNPCC7942_RS05675,SYNPCC7942_RS05675,1124289,1125089,-,hypothetical protein,A0A0H3K659,S,
SYNPCC7942_RS05680,SYNPCC7942_RS05680,1125373,1125648,+,HU family DNA-binding protein,A0A0H3K0S8,L,K03530
SYNPCC7942_RS05685,SYNPCC7942_RS05685,1125667,1126740,+,threonine-phosphate decarboxylase,Q31P80,E,
SYNPCC7942_RS05690,SYNPCC7942_RS05690,1126901,1127527,+,response regulator,A0A0H3K035,T,
SYNPCC7942_RS05695,SYNPCC7942_RS05695,1127864,1129447,-,serine/threonine protein kinase,Q31P78,T,K08884
SYNPCC7942_RS05700,SYNPCC7942_RS05700,1129444,1130385,-,RluA family pseudouridine synthase,A0A0H3K653,J,K06180
SYNPCC7942_RS05705,SYNPCC7942_RS05705,1130382,1131473,-,AI-2E family transporter,A0A0H3K0S2,S,
SYNPCC7942_RS05710,ylqF,1131480,1132343,-,ribosome biogenesis GTPase YlqF,A0A0H3K3D7,S,K14540
SYNPCC7942_RS05715,SYNPCC7942_RS05715,1132340,1132720,-,universal stress protein,A0A0H3K031,T,
SYNPCC7942_RS05720,pgk,1132968,1134176,+,phosphoglycerate kinase,Q31P73,F,K00927
SYNPCC7942_RS05725,SYNPCC7942_RS05725,1134381,1135043,+,hypothetical protein,A0A0H3K090,X,
SYNPCC7942_RS05730,SYNPCC7942_RS05730,1135064,1136614,-,mercuric reductase,Q31P71,C,
SYNPCC7942_RS05735,SYNPCC7942_RS05735,1136617,1137294,-,TVP38/TMEM64 family protein,A0A0H3K0P3,S,
SYNPCC7942_RS05740,SYNPCC7942_RS05740,1137860,1138036,-,high light inducible protein,UPI0008FF5B0A,S,
SYNPCC7942_RS05745,SYNPCC7942_RS05745,1138464,1140623,-,serine/threonine protein kinase,Q31P68,K,K08884
SYNPCC7942_RS13735,rpmG,1140801,1140995,+,50S ribosomal protein L33,Q31P67,J,K02913
SYNPCC7942_RS05750,rpsR,1141051,1141266,+,30S ribosomal protein S18,Q31P66,J,K02963
SYNPCC7942_RS05755,SYNPCC7942_RS05755,1141288,1143300,+,RNB domain-containing ribonuclease,A0A0H3K059,K,K01147
SYNPCC7942_RS05760,SYNPCC7942_RS05760,1143397,1144332,+,sensor histidine kinase,Q31P64,T,K02487
SYNPCC7942_RS05765,SYNPCC7942_RS05765,1144390,1145223,-,ABC transporter permease,A0A0H3K0N7,P,K09690
